Middle layer Super Output Areas Code,Middle layer Super Output Areas,Asian_Asian_British_or_Asian_Welsh,Black_Black_British_Black_Welsh_Caribbean_or_African,Mixed_or_Multiple_ethnic_groups,White_English_Welsh_Scottish_Northern_Irish_or_British,White_Irish,White_Gypsy_or_Irish_Traveller_Roma_or_Other_White,Other_ethnic_group,Total
E02004580,Tendring 008,115,52,158,11678,97,150,36,12286
E02004581,Tendring 009,92,46,109,8071,35,115,40,8508
E02004582,Tendring 010,58,28,96,6612,50,88,39,6971
E02004583,Tendring 011,73,27,105,8462,58,160,22,8907
E02004584,Tendring 012,61,31,38,6308,61,63,25,6587
E02004585,Tendring 013,112,75,144,8457,61,171,15,9035
E02004586,Tendring 014,149,72,147,7575,97,184,22,8246
E02004587,Tendring 015,83,34,124,7242,50,164,40,7737
E02004588,Tendring 016,217,118,270,6203,81,280,41,7210
E02004589,Tendring 017,170,66,191,6692,113,143,39,7414
E02004590,Tendring 018,54,25,123,7792,68,152,23,8237
E02004591,Uttlesford 001,146,33,145,6799,87,377,39,7626
E02004592,Uttlesford 002,345,119,315,11190,120,918,120,13127
E02004593,Uttlesford 003,93,40,163,8225,107,295,46,8969
E02004594,Uttlesford 004,149,55,142,7628,63,237,38,8312
E02004595,Uttlesford 005,278,122,365,13058,152,773,88,14836
E02004596,Uttlesford 006,274,139,316,9087,105,598,98,10617
E02004597,Uttlesford 007,157,74,212,8098,79,362,42,9024
E02004598,Uttlesford 008,162,81,199,10043,76,416,59,11036
E02004599,Uttlesford 009,118,47,161,7117,52,231,67,7793
E02004675,Basingstoke and Deane 001,114,78,152,7077,39,245,20,7725
E02004676,Basingstoke and Deane 002,133,26,131,7351,69,257,20,7987
E02004677,Basingstoke and Deane 003,119,34,126,6916,61,268,46,7570
E02004678,Basingstoke and Deane 004,134,48,85,6960,72,258,19,7576
E02004679,Basingstoke and Deane 005,399,191,271,9554,81,555,60,11111
E02004680,Basingstoke and Deane 006,446,109,234,6421,54,504,80,7848
E02004681,Basingstoke and Deane 007,1507,693,521,10435,86,1453,235,14930
E02004682,Basingstoke and Deane 008,451,233,193,6731,52,563,115,8338
E02004683,Basingstoke and Deane 009,1000,264,313,5665,68,685,165,8160
E02004684,Basingstoke and Deane 010,1027,504,398,8378,58,835,174,11374
E02004685,Basingstoke and Deane 011,1076,204,241,5239,50,853,224,7887
E02004686,Basingstoke and Deane 012,1470,226,315,5486,78,985,275,8835
E02004687,Basingstoke and Deane 013,454,181,256,6143,62,484,111,7691
E02004688,Basingstoke and Deane 014,604,144,215,6133,85,552,114,7847
E02004689,Basingstoke and Deane 015,82,23,75,5302,38,150,20,5690
E02004690,Basingstoke and Deane 016,493,129,219,6654,56,472,100,8123
E02004691,Basingstoke and Deane 017,211,54,172,7193,51,235,36,7952
E02004692,Basingstoke and Deane 018,272,54,124,6519,66,170,27,7232
E02004693,Basingstoke and Deane 019,361,151,194,6103,40,524,71,7444
E02004694,Basingstoke and Deane 020,79,17,104,7004,62,251,21,7538
E02004695,Basingstoke and Deane 021,416,164,250,7460,49,347,66,8752
E02004696,Basingstoke and Deane 022,118,83,128,6850,55,292,19,7545
E02004697,East Hampshire 001,72,46,106,6217,76,298,22,6837
E02004698,East Hampshire 002,235,37,143,5768,35,357,30,6605
E02004699,East Hampshire 003,206,47,130,9779,42,446,65,10715
E02004700,East Hampshire 004,382,116,168,5620,25,502,91,6904
E02004702,East Hampshire 006,238,74,138,7053,22,450,45,8020
E02004703,East Hampshire 007,139,60,213,11632,71,452,44,12611
E02004704,East Hampshire 008,78,17,93,5632,54,283,46,6203
E02004705,East Hampshire 009,191,44,210,8675,84,530,37,9771
E02004706,East Hampshire 010,136,36,118,6950,56,282,38,7616
E02004707,East Hampshire 011,108,32,205,10264,76,469,57,11211
E02004708,East Hampshire 012,223,66,165,8610,62,457,40,9623
E02004709,East Hampshire 013,98,9,124,8239,37,207,26,8740
E02004710,East Hampshire 014,91,14,52,6199,20,154,26,6556
E02004712,Eastleigh 001,694,55,202,7329,48,322,119,8769
E02004713,Eastleigh 002,441,82,163,6978,35,273,61,8033
E02004714,Eastleigh 003,334,63,166,6508,41,326,77,7515
E02004715,Eastleigh 004,411,89,254,7800,36,414,41,9045
E02004716,Eastleigh 005,144,20,111,8167,27,229,52,8750
E02004717,Eastleigh 006,879,284,338,10622,34,647,184,12988
E02004718,Eastleigh 007,555,135,264,7014,58,550,119,8695
E02004719,Eastleigh 008,219,46,140,10794,53,255,24,11531
E02004720,Eastleigh 009,348,88,266,10039,65,425,91,11322
E02004721,Eastleigh 010,433,150,252,10349,49,475,75,11783
E02004722,Eastleigh 011,167,29,126,6471,26,176,16,7011
E02004723,Eastleigh 012,210,74,156,9121,35,209,53,9858
E02004724,Eastleigh 013,278,108,193,8592,48,405,47,9671
E02004725,Eastleigh 014,57,33,85,5016,44,194,14,5443
E02004726,Eastleigh 015,86,43,103,5448,36,309,13,6038
E02004727,Fareham 001,226,66,200,9364,41,320,41,10258
E02004728,Fareham 002,214,87,161,8255,40,280,60,9097
E02004729,Fareham 003,162,45,103,6708,24,186,14,7242
E02004730,Fareham 004,232,41,154,7967,33,170,76,8673
E02004731,Fareham 005,110,30,103,7051,36,220,30,7580
E02004732,Fareham 006,126,22,135,8302,46,179,35,8845
E02004733,Fareham 007,111,45,115,7489,39,189,30,8018
E02004734,Fareham 008,261,75,169,9221,26,306,55,10113
E02004735,Fareham 009,120,40,114,6980,38,164,24,7480
E02004736,Fareham 010,108,30,70,7720,30,137,15,8110
E02004737,Fareham 011,241,58,122,6789,31,280,54,7575
E02004738,Fareham 012,75,43,93,6823,19,129,25,7207
E02004739,Fareham 013,84,56,111,6788,43,110,31,7223
E02004740,Fareham 014,45,32,76,6754,36,135,16,7094
E02004741,Gosport 001,109,50,79,7026,26,174,37,7501
E02004742,Gosport 002,82,77,86,6564,22,191,31,7053
E02004743,Gosport 003,86,31,86,6957,20,108,24,7312
E02004744,Gosport 004,169,373,225,8547,41,365,97,9817
E02004745,Gosport 005,120,71,136,7852,26,265,41,8511
E02004746,Gosport 006,122,83,155,10449,48,207,47,11111
E02004747,Gosport 007,89,60,79,5831,27,129,32,6247
E02004748,Gosport 008,195,111,146,8465,35,375,65,9392
E02004749,Gosport 009,95,45,99,6784,29,97,25,7174
E02004750,Gosport 010,106,86,117,7288,37,152,51,7837
E02004751,Hart 001,184,52,137,7603,75,328,56,8435
E02004752,Hart 002,149,41,139,7310,48,227,37,7951
E02004753,Hart 003,814,207,277,9425,83,573,140,11519
E02004754,Hart 004,104,25,152,6455,49,343,36,7164
E02004755,Hart 005,754,114,336,9755,97,983,127,12166
E02004756,Hart 006,357,82,274,8346,67,458,75,9659
E02004757,Hart 007,231,36,193,7036,71,292,35,7894
E02004758,Hart 008,352,74,218,7893,84,474,55,9150
E02004759,Hart 009,212,40,152,7390,69,306,55,8224
E02004760,Hart 010,327,118,240,9283,71,565,118,10722
E02004761,Hart 011,113,54,111,5918,56,224,45,6521
E02004764,Havant 003,139,24,63,7735,30,149,34,8174
E02004765,Havant 004,107,24,94,5653,24,122,22,6046
E02004766,Havant 005,161,84,122,6531,40,165,12,7115
E02004767,Havant 006,53,63,73,5493,12,114,11,5819
E02004768,Havant 007,225,38,108,4794,21,168,23,5377
E02004769,Havant 008,63,65,83,6023,10,114,27,6385
E02004770,Havant 009,56,67,87,6449,12,167,12,6850
E02004771,Havant 010,128,74,118,8332,26,245,45,8968
E02004772,Havant 011,232,54,111,8741,25,150,28,9341
E02004774,Havant 013,117,33,132,9610,59,266,53,10270
E02004775,Havant 014,256,78,196,9358,45,314,68,10315
E02004776,Havant 015,43,9,50,5644,39,144,19,5948
E02004777,Havant 016,38,21,90,4883,23,178,22,5255
E02004778,Havant 017,45,20,103,5778,59,152,29,6186
E02004779,New Forest 001,65,23,99,10359,70,284,24,10924
E02004780,New Forest 002,66,35,83,5504,13,149,20,5870
E02004781,New Forest 003,139,47,103,7414,41,242,20,8006
E02004782,New Forest 004,152,27,103,7179,29,228,19,7737
E02004783,New Forest 005,72,27,94,6610,20,193,19,7035
E02004784,New Forest 006,53,15,92,5324,19,117,25,5645
E02004785,New Forest 007,71,13,89,5100,26,178,14,5491
E02004786,New Forest 008,102,188,144,7519,39,213,43,8248
E02004787,New Forest 009,61,12,79,6867,38,196,22,7275
E02004788,New Forest 010,59,27,72,6839,29,180,19,7225
E02004789,New Forest 011,105,53,130,9741,36,312,58,10435
E02004790,New Forest 012,91,27,145,7549,24,235,36,8107
E02004791,New Forest 013,21,31,63,5302,20,110,9,5556
E02004792,New Forest 014,70,27,78,8027,44,169,43,8458
E02004793,New Forest 015,84,13,81,6847,38,295,34,7392
E02004794,New Forest 016,63,10,92,6456,44,206,21,6892
E02004795,New Forest 017,79,9,81,7841,68,397,39,8514
E02004796,New Forest 018,79,13,91,9184,56,179,28,9630
E02004797,New Forest 019,94,27,115,7361,32,456,39,8124
E02004798,New Forest 020,133,14,101,5620,21,236,19,6144
E02004799,New Forest 021,280,43,121,7019,37,393,49,7942
E02004800,New Forest 022,110,15,85,6909,42,226,15,7402
E02004801,New Forest 023,55,12,76,7271,45,242,32,7733
E02004802,Rushmoor 001,1115,136,198,4741,37,302,220,6749
E02004803,Rushmoor 002,1706,160,177,4626,40,374,406,7489
E02004804,Rushmoor 003,653,156,137,5799,61,252,96,7154
E02004805,Rushmoor 004,924,115,218,6560,72,545,134,8568
E02004806,Rushmoor 005,476,114,213,6691,50,375,114,8033
E02004807,Rushmoor 006,1126,215,260,6948,73,583,256,9461
E02004808,Rushmoor 007,1176,372,430,9092,104,763,182,12119
E02004809,Rushmoor 008,3232,667,316,5398,46,645,608,10912
E02004810,Rushmoor 009,1151,195,209,5725,35,563,207,8085
E02004811,Rushmoor 010,1384,169,172,5356,67,513,313,7974
E02004812,Rushmoor 011,1000,92,130,4949,56,360,152,6739
E02004813,Rushmoor 012,712,139,116,5030,15,365,83,6460
E02004814,Test Valley 001,131,40,90,6426,31,293,29,7040
E02004815,Test Valley 002,174,106,203,5925,30,860,75,7373
E02004817,Test Valley 004,330,76,127,6420,31,476,29,7489
E02004818,Test Valley 005,413,99,157,9112,59,334,69,10243
E02004819,Test Valley 006,238,88,145,6840,39,400,48,7798
E02004820,Test Valley 007,68,59,95,6793,27,198,46,7286
E02004821,Test Valley 008,33,19,61,4896,38,157,22,5226
E02004822,Test Valley 009,64,17,125,7556,48,189,26,8025
E02004823,Test Valley 010,183,45,109,8006,44,237,34,8658
E02004824,Test Valley 011,118,16,55,5396,43,188,41,5857
E02004825,Test Valley 012,259,49,178,9959,39,333,86,10903
E02004826,Test Valley 013,181,65,174,8892,38,355,59,9764
E02004827,Test Valley 014,664,96,133,6010,39,294,124,7360
E02004828,Test Valley 015,608,72,151,6026,41,242,108,7248
E02004829,Winchester 001,134,57,140,5302,42,199,44,5918
E02004830,Winchester 002,185,47,116,6179,42,339,39,6947
E02004831,Winchester 003,412,69,235,9072,81,539,83,10491
E02004832,Winchester 004,81,25,102,7901,50,292,25,8476
E02004833,Winchester 005,498,84,307,8394,95,599,102,10079
E02004834,Winchester 006,534,86,215,6095,42,569,101,7642
E02004835,Winchester 007,596,115,350,8497,120,883,138,10699
E02004836,Winchester 008,310,69,185,5762,44,335,58,6763
E02004837,Winchester 009,335,39,200,6974,102,502,80,8232
E02004838,Winchester 010,241,26,185,8833,57,371,37,9750
E02004839,Winchester 011,58,17,135,8351,65,317,19,8962
E02004840,Winchester 012,78,19,78,9709,48,254,16,10202
E02004841,Winchester 013,293,56,210,10520,63,548,57,11747
E02004842,Winchester 014,162,84,133,10714,49,350,46,11538
E02004843,Broxbourne 001,137,159,129,6149,73,513,73,7233
E02004844,Broxbourne 002,157,202,222,5810,82,825,163,7461
E02004845,Broxbourne 003,186,269,250,6014,82,919,176,7896
E02004846,Broxbourne 004,188,152,165,5255,113,404,122,6399
E02004847,Broxbourne 005,350,938,456,7300,110,812,389,10355
E02004848,Broxbourne 006,257,427,318,5659,78,611,370,7720
E02004849,Broxbourne 007,383,211,254,4871,112,681,339,6851
E02004850,Broxbourne 008,304,478,313,4922,105,881,442,7445
E02004851,Broxbourne 009,232,290,269,4280,75,477,314,5937
E02004852,Broxbourne 010,379,635,406,4957,127,1152,413,8069
E02004853,Broxbourne 011,244,424,337,4865,73,676,373,6992
E02004854,Broxbourne 012,391,936,366,4225,207,1412,536,8073
E02004855,Broxbourne 013,449,1468,442,3582,73,1739,826,8579
E02004856,Dacorum 001,147,99,202,5021,89,214,29,5801
E02004857,Dacorum 002,83,38,161,5394,76,238,52,6042
E02004858,Dacorum 003,92,32,143,4488,40,206,24,5025
E02004859,Dacorum 004,65,31,114,4814,42,212,37,5315
E02004860,Dacorum 005,483,331,220,3951,49,680,119,5833
E02004861,Dacorum 006,114,30,105,4959,90,203,31,5532
E02004862,Dacorum 007,543,557,285,5382,77,830,108,7782
E02004863,Dacorum 008,666,443,363,5497,81,725,158,7933
E02004864,Dacorum 009,130,26,168,5562,99,334,53,6372
E02004865,Dacorum 010,281,190,204,4336,88,378,38,5515
E02004866,Dacorum 011,352,182,197,5417,92,476,53,6769
E02004867,Dacorum 012,171,54,173,5650,105,331,53,6537
E02004868,Dacorum 013,671,350,308,5532,89,706,141,7797
E02004869,Dacorum 014,144,44,171,5065,73,333,43,5873
E02004870,Dacorum 015,1012,486,457,8038,146,1243,232,11614
E02004871,Dacorum 016,231,117,123,4147,56,293,59,5026
E02004872,Dacorum 017,614,212,217,5827,92,380,83,7425
E02004873,Dacorum 018,616,283,477,9106,226,795,165,11668
E02004874,Dacorum 019,568,204,266,4313,96,481,72,6000
E02004875,Dacorum 020,1355,381,420,7264,165,695,162,10442
E02004876,Dacorum 021,410,274,329,7873,126,387,98,9497
E02004877,Dacorum 022,200,48,161,4470,104,255,46,5284
E02004878,East Hertfordshire 001,104,54,146,8649,61,273,31,9318
E02004880,East Hertfordshire 003,319,222,310,9084,156,670,69,10830
E02004881,East Hertfordshire 004,224,104,260,5043,109,1016,112,6868
E02004882,East Hertfordshire 005,409,207,412,6082,115,1104,131,8460
E02004883,East Hertfordshire 006,64,43,124,5740,50,190,34,6245
E02004884,East Hertfordshire 007,447,130,396,7636,157,1426,182,10374
E02004885,East Hertfordshire 008,442,150,254,6962,85,589,99,8581
E02004886,East Hertfordshire 009,137,56,185,5924,68,246,46,6662
E02004887,East Hertfordshire 010,121,72,168,6783,84,279,22,7529
E02004888,East Hertfordshire 011,219,105,166,7698,96,384,73,8741
E02004889,East Hertfordshire 012,330,137,258,9754,120,513,124,11236
E02004890,East Hertfordshire 013,222,90,202,7262,94,446,79,8395
E02004891,East Hertfordshire 014,157,63,223,6935,133,350,36,7897
E02004892,East Hertfordshire 015,144,129,232,4917,109,339,43,5913
E02004893,East Hertfordshire 016,149,112,182,5075,119,263,74,5974
E02004894,East Hertfordshire 017,309,173,327,7908,129,688,97,9631
E02004895,East Hertfordshire 018,146,68,278,8244,86,496,68,9386
E02004896,Hertsmere 001,815,250,316,5237,163,907,292,7980
E02004897,Hertsmere 002,734,224,245,4528,170,613,298,6812
E02004898,Hertsmere 003,679,430,366,4920,152,855,350,7752
E02004899,Hertsmere 004,317,103,170,4080,134,433,154,5391
E02004900,Hertsmere 005,724,207,251,5707,144,827,324,8184
E02004901,Hertsmere 006,873,797,372,6129,142,1541,358,10212
E02004902,Hertsmere 007,545,629,337,4724,126,1392,375,8128
E02004903,Hertsmere 008,1375,333,301,4296,186,831,191,7513
E02004904,Hertsmere 009,565,491,251,4252,124,970,216,6869
E02004905,Hertsmere 010,885,274,189,3964,110,808,311,6541
E02004906,Hertsmere 011,1046,824,421,6313,189,1786,534,11113
E02004907,Hertsmere 012,1266,442,496,6974,326,990,281,10775
E02004908,Hertsmere 013,1496,178,324,6906,187,1003,459,10553
E02004909,North Hertfordshire 001,237,122,140,4873,64,338,39,5813
E02004910,North Hertfordshire 002,357,123,282,10139,115,551,65,11632
E02004911,North Hertfordshire 003,235,192,320,5594,83,316,67,6807
E02004912,North Hertfordshire 004,309,151,321,9221,135,421,57,10615
E02004914,North Hertfordshire 006,617,237,399,6232,72,425,94,8076
E02004915,North Hertfordshire 007,429,215,229,4255,49,368,86,5631
E02004916,North Hertfordshire 008,521,200,316,5700,100,437,143,7417
E02004917,North Hertfordshire 009,570,220,249,4900,80,292,80,6391
E02004918,North Hertfordshire 010,859,285,359,5705,144,636,172,8160
E02004919,North Hertfordshire 011,655,304,379,5599,98,481,191,7707
E02004920,North Hertfordshire 012,548,346,498,9160,177,605,151,11485
E02004921,North Hertfordshire 013,598,163,339,6083,124,435,126,7868
E02004922,North Hertfordshire 014,216,121,342,8933,165,313,42,10132
E02004923,North Hertfordshire 015,252,104,250,9152,146,410,70,10384
E02004924,St Albans 001,390,126,288,6139,165,524,99,7731
E02004925,St Albans 002,414,203,348,6228,111,504,69,7877
E02004926,St Albans 003,367,111,309,6537,170,507,100,8101
E02004927,St Albans 004,186,86,214,5767,82,331,50,6716
E02004928,St Albans 005,319,55,207,5741,131,358,62,6873
E02004929,St Albans 006,181,73,179,5578,101,250,42,6404
E02004930,St Albans 007,528,137,281,5302,110,562,84,7004
E02004931,St Albans 008,688,100,313,5085,93,605,88,6972
E02004932,St Albans 009,755,227,396,5362,137,635,232,7744
E02004933,St Albans 010,463,71,313,5404,137,481,73,6942
E02004934,St Albans 011,1009,207,422,4825,177,952,210,7802
E02004935,St Albans 012,703,224,433,5898,251,1352,191,9052
E02004936,St Albans 013,660,131,317,4490,146,640,157,6541
E02004937,St Albans 014,379,90,295,5710,168,564,83,7289
E02004939,St Albans 016,1005,201,348,4146,164,634,189,6687
E02004940,St Albans 017,1241,218,368,4697,177,827,179,7707
E02004941,St Albans 018,1243,365,502,6349,196,831,319,9805
E02004942,St Albans 019,460,189,262,4870,148,383,120,6432
E02004943,St Albans 020,751,199,279,6101,199,531,162,8222
E02004944,Stevenage 001,841,708,319,5580,55,534,104,8141
E02004945,Stevenage 002,1326,487,442,8983,158,620,220,12236
E02004946,Stevenage 003,454,376,202,4952,58,320,61,6423
E02004948,Stevenage 005,385,176,219,4772,82,337,108,6079
E02004949,Stevenage 006,656,381,333,6643,99,566,119,8797
E02004950,Stevenage 007,441,288,282,5204,63,495,54,6827
E02004951,Stevenage 008,962,389,322,5302,90,847,144,8056
E02004952,Stevenage 009,364,339,215,5463,56,360,84,6881
E02004953,Stevenage 010,367,364,256,4868,82,480,56,6473
E02004954,Stevenage 011,359,339,268,5540,90,469,66,7131
E02004955,Stevenage 012,193,205,193,4946,63,361,59,6020
E02004956,Three Rivers 001,440,142,295,7443,229,407,80,9036
E02004957,Three Rivers 002,1443,500,476,7393,187,639,176,10814
E02004958,Three Rivers 003,553,91,255,6323,207,334,92,7855
E02004959,Three Rivers 004,1633,132,205,3547,118,408,139,6182
E02004960,Three Rivers 005,409,47,234,4505,91,360,63,5709
E02004961,Three Rivers 006,1248,153,339,7091,183,572,123,9709
E02004962,Three Rivers 007,938,118,367,6508,236,718,144,9029
E02004963,Three Rivers 008,1142,247,266,4773,191,803,143,7565
E02004964,Three Rivers 009,479,81,231,4392,110,383,67,5743
E02004965,Three Rivers 010,1568,174,199,4038,148,637,185,6949
E02004966,Three Rivers 011,3208,160,247,2913,124,447,200,7299
E02004967,Three Rivers 012,1201,387,278,4780,149,925,159,7879
E02004968,Watford 001,1064,490,344,4776,185,674,175,7708
E02004969,Watford 002,1096,562,318,4235,201,671,171,7254
E02004970,Watford 003,1321,551,405,4859,164,855,241,8396
E02004971,Watford 004,2280,529,418,4014,177,936,312,8666
E02004972,Watford 005,1263,268,284,3407,192,553,203,6170
E02004973,Watford 006,1766,724,445,3500,192,1672,405,8704
E02004974,Watford 007,2593,425,375,4182,218,1005,274,9072
E02004975,Watford 008,2724,346,399,3647,146,681,284,8227
E02004976,Watford 009,2702,790,576,4033,208,2578,526,11413
E02004977,Watford 010,3508,775,433,2255,149,1572,468,9160
E02004978,Watford 011,3504,811,521,3559,118,1367,416,10296
E02004979,Watford 012,1216,217,324,4354,195,698,170,7174
E02004980,Welwyn Hatfield 001,324,107,169,5144,76,307,76,6203
E02004981,Welwyn Hatfield 002,602,266,277,6188,131,569,104,8137
E02004982,Welwyn Hatfield 003,282,131,274,4748,82,397,57,5971
E02004983,Welwyn Hatfield 004,322,239,252,4708,88,456,55,6120
E02004984,Welwyn Hatfield 005,382,218,214,4921,67,417,71,6290
E02004985,Welwyn Hatfield 006,396,151,255,5486,119,434,90,6931
E02004986,Welwyn Hatfield 007,504,517,397,6298,107,805,160,8788
E02004987,Welwyn Hatfield 008,570,267,359,5783,106,590,122,7797
E02004988,Welwyn Hatfield 009,526,447,352,5645,129,611,139,7849
E02004989,Welwyn Hatfield 010,2043,1678,676,6048,145,1572,393,12555
E02004990,Welwyn Hatfield 011,670,619,264,4378,73,1112,170,7286
E02004991,Welwyn Hatfield 012,1364,746,337,4002,76,1408,296,8229
E02004992,Welwyn Hatfield 013,1625,1315,438,4724,79,1816,410,10407
E02004994,Welwyn Hatfield 015,338,117,241,4518,127,590,223,6154
E02004995,Welwyn Hatfield 016,291,220,191,4047,89,571,234,5643
E02004996,Ashford 001,238,161,188,7331,78,381,52,8429
E02004997,Ashford 002,83,33,131,7614,59,241,31,8192
E02004998,Ashford 003,343,170,119,5816,33,261,59,6801
E02005000,Ashford 005,1477,589,367,8326,67,948,331,12105
E02005001,Ashford 006,829,241,208,7766,49,361,108,9562
E02005002,Ashford 007,824,366,232,7600,48,739,232,10041
E02005003,Ashford 008,896,317,239,6914,36,514,332,9248
E02005004,Ashford 009,706,461,302,9406,54,655,217,11801
E02005005,Ashford 010,255,184,208,9259,69,355,64,10394
E02005006,Ashford 011,67,30,86,5720,45,242,18,6208
E02005007,Ashford 012,181,197,163,8299,63,422,39,9364
E02005008,Ashford 013,91,31,119,8167,71,252,39,8770
E02005009,Ashford 014,43,36,59,5623,31,152,18,5962
E02005010,Canterbury 001,185,64,161,6720,66,320,77,7593
E02005011,Canterbury 002,67,21,81,7162,45,95,13,7484
E02005012,Canterbury 003,178,34,141,8350,68,139,51,8961
E02005013,Canterbury 004,126,21,114,7711,76,136,28,8212
E02005014,Canterbury 005,147,26,110,7816,93,194,52,8438
E02005015,Canterbury 006,128,47,121,9079,45,190,39,9649
E02005016,Canterbury 007,96,31,188,7133,83,242,34,7807
E02005017,Canterbury 008,76,34,162,5879,107,317,62,6637
E02005018,Canterbury 009,96,44,137,8157,60,205,35,8734
E02005019,Canterbury 010,201,81,156,5656,41,320,70,6525
E02005020,Canterbury 011,312,107,177,6376,39,430,81,7522
E02005021,Canterbury 012,1106,1030,428,7290,79,826,274,11033
E02005022,Canterbury 013,630,433,408,5587,73,727,204,8062
E02005023,Canterbury 014,907,832,474,6132,44,979,360,9728
E02005025,Canterbury 016,757,389,447,6839,105,1056,301,9894
E02005026,Canterbury 017,205,91,166,6971,56,523,68,8080
E02005027,Canterbury 018,57,30,125,5019,46,203,39,5519
E02005028,Dartford 001,2190,2840,607,7043,51,1298,338,14367
E02005029,Dartford 002,1489,2120,611,8983,107,1352,263,14925
E02005030,Dartford 003,1919,1626,409,6565,117,1202,365,12203
E02005031,Dartford 004,401,747,246,6000,57,574,113,8138
E02005032,Dartford 005,1042,1317,366,5777,82,893,249,9726
E02005033,Dartford 006,500,839,238,5298,68,517,144,7604
E02005034,Dartford 007,921,441,170,5741,47,225,182,7727
E02005035,Dartford 008,1022,863,205,5772,30,412,235,8539
E02005036,Dartford 009,703,648,240,4528,42,389,183,6733
E02005037,Dartford 010,585,323,160,5691,60,169,101,7089
E02005038,Dartford 011,209,181,128,5207,51,145,77,5998
E02005039,Dartford 012,228,254,149,5875,36,270,60,6872
E02005040,Dartford 013,302,82,109,6077,63,119,78,6830
E02005041,Dover 001,88,28,129,6699,31,222,49,7246
E02005042,Dover 002,108,39,122,8333,42,234,42,8920
E02005043,Dover 003,45,18,97,6739,65,145,19,7128
E02005044,Dover 004,119,31,92,5498,69,221,27,6057
E02005045,Dover 005,102,29,99,8847,46,194,34,9351
E02005046,Dover 006,189,151,172,7833,32,524,64,8965
E02005047,Dover 007,60,16,87,7296,48,183,26,7716
E02005048,Dover 008,54,26,70,6232,25,168,19,6594
E02005049,Dover 009,86,10,75,6458,64,209,31,6933
E02005050,Dover 010,171,35,100,9111,54,183,50,9704
E02005051,Dover 011,277,100,242,12079,34,736,136,13604
E02005052,Dover 012,784,207,191,6199,58,654,259,8352
E02005053,Dover 013,236,123,190,7522,38,822,225,9156
E02005054,Dover 014,82,24,86,6265,43,163,22,6685
E02005055,Gravesham 001,1055,923,303,4706,39,933,436,8395
E02005056,Gravesham 002,2044,900,342,4598,91,1608,579,10162
E02005057,Gravesham 003,1939,1250,316,6148,82,1354,495,11584
E02005058,Gravesham 004,1102,492,271,4942,46,825,329,8007
E02005059,Gravesham 005,1264,367,243,6720,100,635,320,9649
E02005060,Gravesham 006,1035,619,209,5980,44,495,263,8645
E02005061,Gravesham 007,601,745,254,5170,33,569,126,7498
E02005062,Gravesham 008,580,391,178,5336,38,417,145,7085
E02005063,Gravesham 009,1065,445,170,5067,49,273,256,7325
E02005064,Gravesham 010,463,108,115,5598,44,133,102,6563
E02005065,Gravesham 011,481,617,238,6240,41,608,86,8311
E02005066,Gravesham 012,206,71,116,7085,61,157,51,7747
E02005067,Gravesham 013,164,24,75,5440,27,157,43,5930
E02005068,Maidstone 001,104,132,154,6470,30,230,57,7177
E02005069,Maidstone 002,500,162,180,7431,55,613,144,9085
E02005070,Maidstone 003,562,169,215,8368,47,297,95,9753
E02005071,Maidstone 004,1468,511,377,7460,79,2045,352,12292
E02005072,Maidstone 005,461,84,173,6819,53,348,104,8042
E02005073,Maidstone 006,765,453,401,8434,86,1952,274,12365
E02005074,Maidstone 007,166,57,127,7271,85,286,40,8032
E02005075,Maidstone 008,1185,370,369,8067,49,835,186,11061
E02005076,Maidstone 009,720,299,322,7154,46,1289,181,10011
E02005077,Maidstone 010,502,146,203,6570,25,537,116,8099
E02005078,Maidstone 011,121,68,127,8986,67,369,26,9764
E02005079,Maidstone 012,317,127,174,7839,49,456,92,9054
E02005080,Maidstone 013,449,388,304,9910,51,968,110,12180
E02005081,Maidstone 014,130,37,94,6416,44,225,25,6971
E02005082,Maidstone 015,307,319,211,10166,50,774,142,11969
E02005083,Maidstone 016,128,99,130,7054,50,349,38,7848
E02005084,Maidstone 017,90,51,163,6747,63,367,24,7505
E02005085,Maidstone 018,103,73,157,6954,30,520,43,7880
E02005086,Maidstone 019,137,62,130,5998,37,293,36,6693
E02005087,Sevenoaks 001,188,187,147,6213,62,265,77,7139
E02005088,Sevenoaks 002,374,628,285,7851,60,626,89,9913
E02005089,Sevenoaks 003,343,292,202,5537,39,359,84,6856
E02005090,Sevenoaks 004,196,60,84,5352,50,150,39,5931
E02005091,Sevenoaks 005,88,48,131,6171,50,254,29,6771
E02005093,Sevenoaks 007,124,82,91,5466,70,177,14,6024
E02005094,Sevenoaks 008,356,87,264,8196,99,609,118,9729
E02005095,Sevenoaks 009,128,39,153,6848,53,313,32,7566
E02005096,Sevenoaks 010,335,122,313,8067,69,850,95,9851
E02005097,Sevenoaks 011,470,82,380,7677,126,838,67,9640
E02005098,Sevenoaks 012,422,102,374,7937,130,1029,113,10107
E02005099,Sevenoaks 013,119,33,168,7084,92,416,53,7965
E02005100,Sevenoaks 014,197,75,316,8717,79,443,55,9882
E02005101,Sevenoaks 015,75,24,169,6466,47,274,18,7073
E02005102,Folkestone and Hythe 001,56,15,61,5735,29,166,27,6089
E02005103,Folkestone and Hythe 002,527,50,193,8869,44,285,118,10086
E02005104,Folkestone and Hythe 003,164,42,156,7282,49,256,48,7997
