Middle layer Super Output Areas Code,Middle layer Super Output Areas,No_qualifications,Level_1_and_entry_level_qualifications,Level_2_qualifications,Apprenticeship,Level_3_qualifications,Level_4_qualifications_or_above,Other,Does_not_apply,total
E02003447,Wokingham 009,894,707,1105,332,1351,3783,162,2382,10716
E02003448,Wokingham 010,538,486,840,275,1093,2999,147,1742,8120
E02003449,Wokingham 011,483,497,812,230,945,2872,134,1519,7492
E02003450,Wokingham 012,1115,891,1254,374,1537,4848,258,2915,13192
E02003451,Wokingham 013,1074,699,973,333,1161,3457,278,1743,9718
E02003452,Wokingham 014,551,549,919,233,1201,3714,129,2198,9494
E02003453,Wokingham 015,378,417,674,216,909,2892,85,1409,6980
E02003454,Wokingham 016,664,505,847,235,1047,3544,178,1733,8753
E02003455,Wokingham 017,863,605,1052,375,1420,3753,173,2402,10643
E02003456,Wokingham 018,696,566,843,279,1124,2621,133,2008,8270
E02003457,Wokingham 019,646,573,1067,313,1231,4036,159,1778,9803
E02003458,Wokingham 020,747,506,883,290,1083,3067,150,1697,8423
E02003459,Milton Keynes 001,933,591,1016,368,1103,3224,167,1604,9006
E02003460,Milton Keynes 002,1116,945,1333,490,1621,3685,222,2263,11675
E02003461,Milton Keynes 003,968,691,906,419,1144,1746,173,1431,7478
E02003462,Milton Keynes 004,817,702,1016,354,1198,2281,181,1560,8109
E02003463,Milton Keynes 005,943,612,848,291,864,1885,194,1178,6815
E02003464,Milton Keynes 006,1156,757,875,265,857,1399,159,1597,7065
E02003465,Milton Keynes 007,818,518,709,247,842,1933,150,855,6072
E02003466,Milton Keynes 008,974,617,851,308,1020,2226,141,1654,7791
E02003467,Milton Keynes 009,1166,688,714,258,770,1466,223,1301,6586
E02003468,Milton Keynes 010,1094,724,950,395,1139,2521,159,1639,8621
E02003469,Milton Keynes 011,711,532,709,274,775,1618,107,1003,5729
E02003470,Milton Keynes 012,1121,691,725,208,628,904,202,1715,6194
E02003471,Milton Keynes 013,1048,628,766,261,822,1652,183,1268,6628
E02003472,Milton Keynes 014,1505,829,965,330,1135,3341,274,1822,10201
E02003473,Milton Keynes 015,583,439,622,211,682,1867,124,1080,5608
E02003474,Milton Keynes 016,891,682,1046,270,1114,2809,206,1998,9016
E02003476,Milton Keynes 018,1773,966,913,329,782,1719,252,2048,8782
E02003478,Milton Keynes 020,711,510,727,250,796,2329,127,1388,6838
E02003479,Milton Keynes 021,1264,722,816,257,853,1769,245,1755,7681
E02003480,Milton Keynes 022,804,719,968,271,1119,2505,131,1635,8152
E02003481,Milton Keynes 023,1562,875,926,270,824,1666,210,2040,8373
E02003482,Milton Keynes 024,723,584,970,350,1148,3041,169,1761,8746
E02003483,Milton Keynes 025,830,794,1306,264,1373,3814,179,2657,11217
E02003484,Milton Keynes 026,858,613,868,264,960,1987,177,1429,7156
E02003485,Milton Keynes 027,1453,960,966,361,1031,1525,245,1724,8265
E02003486,Milton Keynes 028,836,723,1121,286,1326,3267,191,2439,10189
E02003487,Milton Keynes 029,1189,837,897,375,1021,1452,170,1447,7388
E02003488,Milton Keynes 030,1555,939,948,407,949,1692,249,1728,8467
E02003489,Milton Keynes 031,1072,764,872,385,1063,1827,191,1464,7638
E02003490,Milton Keynes 032,1735,984,1237,359,1274,2247,239,3127,11202
E02003491,Brighton and Hove 001,986,637,980,297,1100,2125,145,1519,7789
E02003492,Brighton and Hove 002,1185,564,728,236,4658,1607,217,922,10117
E02003493,Brighton and Hove 003,832,521,857,294,1069,2861,163,1465,8062
E02003494,Brighton and Hove 004,563,356,667,161,844,2666,87,1297,6641
E02003495,Brighton and Hove 005,1083,748,885,370,1047,1461,155,1408,7157
E02003496,Brighton and Hove 006,1284,659,830,314,989,1867,208,1599,7750
E02003497,Brighton and Hove 007,625,424,747,233,949,2976,123,1505,7582
E02003498,Brighton and Hove 008,1331,646,770,297,1830,2062,170,1443,8549
E02003499,Brighton and Hove 009,1447,636,805,287,1673,1521,172,1307,7848
E02003500,Brighton and Hove 010,429,323,665,149,1157,3618,80,1651,8072
E02003501,Brighton and Hove 011,582,364,678,148,1014,4039,115,1442,8382
E02003502,Brighton and Hove 012,1137,715,896,369,1048,1927,170,1518,7780
E02003503,Brighton and Hove 013,1253,736,983,351,1207,2537,205,1806,9078
E02003504,Brighton and Hove 014,507,343,662,164,1356,4200,111,1213,8556
E02003505,Brighton and Hove 015,474,337,582,142,2458,3951,149,874,8967
E02003506,Brighton and Hove 016,516,328,624,145,860,3070,96,1523,7162
E02003507,Brighton and Hove 017,1634,871,1024,463,1328,2409,273,1770,9772
E02003508,Brighton and Hove 018,505,325,596,174,2294,3496,120,1195,8705
E02003509,Brighton and Hove 019,802,467,732,224,1236,4113,165,1148,8887
E02003510,Brighton and Hove 020,635,345,660,193,1120,4350,140,1208,8651
E02003511,Brighton and Hove 021,832,578,829,254,1064,3125,158,1806,8646
E02003512,Brighton and Hove 022,535,300,557,145,2193,3979,112,1134,8955
E02003513,Brighton and Hove 023,784,349,583,161,727,2572,151,1161,6488
E02003514,Brighton and Hove 024,477,325,663,129,1390,4584,130,771,8469
E02003515,Brighton and Hove 025,2014,949,988,349,1048,1713,189,1836,9086
E02003516,Brighton and Hove 026,580,346,649,234,1191,4302,155,723,8180
E02003517,Brighton and Hove 027,780,480,862,237,2034,5197,297,851,10738
E02003518,Brighton and Hove 028,771,413,647,207,957,3600,156,825,7576
E02003519,Brighton and Hove 029,558,400,642,233,1270,4383,166,586,8238
E02003520,Brighton and Hove 030,1144,539,749,260,1662,3700,171,949,9174
E02003521,Brighton and Hove 031,818,408,797,196,1125,3784,152,797,8077
E02003522,Brighton and Hove 032,906,416,644,228,1040,3285,190,1099,7808
E02003523,Brighton and Hove 033,1205,698,1084,411,1420,3711,246,1383,10158
E02003524,Portsmouth 001,1861,778,991,368,978,1068,200,1872,8116
E02003525,Portsmouth 002,1412,610,738,260,752,1102,130,1434,6438
E02003526,Portsmouth 003,869,510,747,410,1021,2030,146,1098,6831
E02003527,Portsmouth 004,907,570,790,343,964,1435,133,1237,6379
E02003529,Portsmouth 006,962,668,997,428,1403,2003,176,1691,8328
E02003530,Portsmouth 007,1303,649,939,405,1221,1593,168,1587,7865
E02003531,Portsmouth 008,1111,703,968,512,1283,1705,182,1256,7720
E02003532,Portsmouth 009,1168,632,915,414,1194,1826,189,1536,7874
E02003533,Portsmouth 010,1133,572,634,309,820,984,125,1208,5785
E02003534,Portsmouth 011,1221,827,1051,454,1413,1880,225,1823,8894
E02003535,Portsmouth 012,1344,963,1212,430,1471,1867,207,2170,9664
E02003536,Portsmouth 013,1963,845,907,303,818,1057,196,1924,8013
E02003537,Portsmouth 014,1402,916,1305,594,1588,2281,225,1951,10262
E02003538,Portsmouth 015,1549,877,1243,424,1648,2195,276,2139,10351
E02003540,Portsmouth 017,1470,768,1002,480,1331,2424,213,1745,9433
E02003541,Portsmouth 018,1600,743,893,318,2892,2276,258,1956,10936
E02003542,Portsmouth 019,820,527,834,311,1965,2786,165,1422,8830
E02003543,Portsmouth 020,840,444,706,214,2625,2686,170,1104,8789
E02003544,Portsmouth 021,643,496,704,257,913,2013,103,1190,6319
E02003545,Portsmouth 022,760,403,592,222,1203,2789,127,652,6748
E02003546,Portsmouth 023,969,565,859,319,1092,2714,203,1206,7927
E02003547,Portsmouth 024,825,453,693,301,1480,3425,227,685,8089
E02003548,Portsmouth 025,592,366,526,220,1026,2509,125,801,6165
E02003549,Southampton 001,771,378,588,202,2484,2826,147,1094,8490
E02003550,Southampton 002,1270,738,887,436,1128,1749,156,1523,7887
E02003551,Southampton 003,919,494,586,271,1783,1367,154,914,6488
E02003552,Southampton 004,1417,612,748,297,713,1063,179,1105,6134
E02003553,Southampton 005,952,466,597,241,1733,1829,211,1247,7276
E02003554,Southampton 006,815,395,578,261,734,2195,164,928,6070
E02003555,Southampton 007,1514,840,1016,433,1186,1720,167,1827,8703
E02003556,Southampton 008,796,479,682,350,855,1311,126,1152,5751
E02003557,Southampton 009,445,249,408,150,1669,2917,120,841,6799
E02003558,Southampton 010,1163,592,719,294,821,1861,183,1616,7249
E02003559,Southampton 011,705,466,752,277,949,2942,180,1566,7837
E02003560,Southampton 012,1479,752,952,408,919,933,185,1843,7471
E02003561,Southampton 013,1065,481,598,253,1851,2475,223,975,7921
E02003562,Southampton 014,911,619,897,386,1225,2544,158,1578,8318
E02003563,Southampton 015,1295,652,857,400,946,2009,231,1628,8018
E02003564,Southampton 016,1233,794,988,495,1128,1537,229,1682,8086
E02003565,Southampton 017,727,352,473,176,1919,2243,170,698,6758
E02003566,Southampton 018,1135,599,804,379,882,1191,148,1265,6403
E02003567,Southampton 019,1354,775,983,364,1025,1544,210,1807,8062
E02003568,Southampton 020,723,440,738,280,1276,3441,224,1146,8268
E02003569,Southampton 021,1097,633,810,380,996,2397,211,1291,7815
E02003570,Southampton 022,1931,937,987,383,1701,2878,371,2421,11609
E02003571,Southampton 023,844,370,611,225,2671,3258,258,729,8966
E02003572,Southampton 024,785,502,783,340,949,1511,125,1184,6179
E02003573,Southampton 025,1528,828,997,484,970,1184,173,1711,7875
E02003574,Southampton 026,1262,713,970,514,1271,1437,208,1285,7660
E02003575,Southampton 027,1258,719,822,348,783,848,148,1606,6532
E02003576,Southampton 028,1242,741,1008,438,1276,1600,153,1668,8126
E02003578,Southampton 030,1022,620,782,413,1040,1204,139,1112,6332
E02003579,Southampton 031,1191,771,1127,496,1446,2598,240,1716,9585
E02003580,Southampton 032,1145,685,783,324,772,840,148,1504,6201
E02003581,Isle of Wight 001,906,615,938,405,1213,2230,163,1331,7801
E02003582,Isle of Wight 002,980,662,1022,600,1307,2423,165,1424,8583
E02003583,Isle of Wight 003,1221,771,941,496,1212,1606,180,1281,7708
E02003584,Isle of Wight 004,1034,578,806,347,1027,1475,142,718,6127
E02003585,Isle of Wight 005,937,630,768,498,995,1747,173,849,6597
E02003586,Isle of Wight 006,1105,749,995,471,1159,1709,184,1320,7692
E02003587,Isle of Wight 007,1346,908,1096,465,1320,1613,178,1647,8573
E02003588,Isle of Wight 008,1477,936,1263,588,1426,1729,221,1626,9266
E02003589,Isle of Wight 009,1102,688,967,409,1285,1419,151,1391,7412
E02003590,Isle of Wight 010,1112,660,814,489,1070,2163,201,817,7326
E02003591,Isle of Wight 011,1312,885,1203,576,1494,2076,209,1661,9416
E02003592,Isle of Wight 012,1691,939,1174,652,1432,2451,328,1026,9693
E02003593,Isle of Wight 013,720,459,644,348,805,1561,120,602,5259
E02003594,Isle of Wight 014,1800,995,1167,602,1394,1780,224,1339,9301
E02003595,Isle of Wight 015,1492,784,1004,609,1190,1714,245,984,8022
E02003596,Isle of Wight 016,1701,909,1099,548,1281,1744,274,1156,8712
E02003597,Isle of Wight 017,836,510,691,366,816,1564,159,761,5703
E02003598,Isle of Wight 018,1295,679,906,457,1018,1779,199,941,7274
E02003599,Central Bedfordshire 001,745,554,795,273,896,1163,120,1202,5748
E02003600,Central Bedfordshire 002,945,629,821,343,995,1419,124,1151,6427
E02003601,Central Bedfordshire 003,952,673,1019,403,1237,2242,147,1483,8156
E02003602,Central Bedfordshire 004,884,554,850,336,927,1824,139,1049,6563
E02003603,Central Bedfordshire 005,1459,966,1404,548,1663,2873,210,2191,11314
E02003604,Central Bedfordshire 006,1266,926,1312,473,1739,2984,163,2365,11228
E02003605,Central Bedfordshire 007,912,677,1041,407,1400,3731,168,1959,10295
E02003606,Central Bedfordshire 008,1029,707,1052,478,1400,2847,154,1659,9326
E02003607,Central Bedfordshire 009,1205,873,1260,469,1645,3170,203,2381,11206
E02003608,Central Bedfordshire 010,1447,1029,1522,607,1923,3143,208,2305,12184
E02003609,Central Bedfordshire 011,1216,900,1378,550,1923,3269,161,2448,11845
E02003610,Central Bedfordshire 012,778,586,997,379,1332,2980,140,1781,8973
E02003611,Central Bedfordshire 013,1030,780,1193,450,1558,2758,175,1944,9888
E02003612,Central Bedfordshire 014,1168,959,1409,560,1754,3536,183,2850,12419
E02003613,Central Bedfordshire 015,760,543,666,308,850,1484,123,980,5714
E02003614,Central Bedfordshire 016,792,635,964,387,1293,2417,170,1484,8142
E02003615,Central Bedfordshire 017,1044,726,1239,499,1556,3202,196,2044,10506
E02003616,Bedford 001,532,384,638,277,828,1995,90,929,5673
E02003617,Bedford 002,905,649,1013,421,1272,3099,171,1505,9035
E02003618,Bedford 003,1018,656,1056,453,1185,2496,199,1697,8760
E02003619,Bedford 004,1295,925,1376,596,1715,3457,213,2276,11853
E02003620,Bedford 005,1018,675,910,436,1093,2397,193,1439,8161
E02003621,Bedford 006,1026,723,918,388,1103,2377,193,1333,8061
E02003622,Bedford 007,1471,951,1052,461,1169,1898,260,1949,9211
E02003623,Bedford 008,932,794,1370,419,1644,4747,176,2746,12828
E02003624,Bedford 009,752,364,610,221,999,1963,144,882,5935
E02003625,Bedford 010,1557,677,894,422,997,2775,252,1294,8868
E02003626,Bedford 011,687,447,619,273,769,1679,119,1012,5605
E02003627,Bedford 012,1517,778,989,400,1182,3776,271,1735,10648
E02003628,Bedford 013,1964,893,863,287,950,1908,284,2629,9778
E02003629,Bedford 014,1958,1081,1127,526,1162,2175,301,2354,10684
E02003630,Bedford 015,2135,1071,1094,432,1162,2644,360,2474,11372
E02003631,Bedford 016,922,588,624,304,706,1256,160,948,5508
E02003632,Bedford 017,1015,617,694,315,797,1379,190,1200,6207
E02003633,Bedford 018,1503,1030,1195,481,1432,2358,274,2289,10562
E02003635,Bedford 020,961,780,1148,461,1526,2699,190,2578,10343
E02003636,Central Bedfordshire 018,873,560,954,421,1130,1948,155,1240,7281
E02003637,Central Bedfordshire 019,1256,812,1319,532,1642,3060,220,1857,10698
E02003638,Central Bedfordshire 020,968,717,975,369,1136,1910,188,1425,7688
E02003639,Central Bedfordshire 021,1445,850,1127,393,1254,2456,197,1864,9586
E02003640,Central Bedfordshire 022,644,485,680,241,822,2041,130,1004,6047
E02003641,Central Bedfordshire 023,447,428,686,221,754,1712,112,998,5358
E02003642,Central Bedfordshire 025,1662,998,1076,384,1096,1828,233,2329,9606
E02003643,Central Bedfordshire 024,1327,1109,1679,573,2064,3432,215,3327,13726
E02003644,Central Bedfordshire 026,1548,971,1188,479,1402,2135,230,2103,10056
E02003645,Central Bedfordshire 027,1064,700,788,446,965,1555,182,1284,6984
E02003646,Central Bedfordshire 028,1498,961,1209,532,1476,2398,227,2367,10668
E02003647,Central Bedfordshire 029,1448,990,1167,520,1513,2639,295,1934,10506
E02003648,Central Bedfordshire 030,878,578,644,254,686,1136,163,1185,5524
E02003649,Central Bedfordshire 031,833,549,836,424,1079,1658,173,1054,6606
E02003650,Central Bedfordshire 032,1009,652,841,396,933,1973,119,1071,6994
E02003651,Central Bedfordshire 033,1064,570,805,416,1063,1731,171,1173,6993
E02003652,Buckinghamshire 001,900,700,1328,324,1422,3384,168,2330,10556
E02003653,Buckinghamshire 002,695,527,802,278,942,2144,148,1216,6752
E02003654,Buckinghamshire 003,612,436,675,238,752,1965,135,976,5789
E02003655,Buckinghamshire 004,1173,744,1249,430,1441,3159,196,1970,10362
E02003656,Buckinghamshire 005,722,542,768,274,896,2156,146,1136,6640
E02003657,Buckinghamshire 006,775,475,854,292,987,2520,133,1433,7469
E02003658,Buckinghamshire 007,946,671,1166,414,1529,3135,138,2011,10010
E02003659,Buckinghamshire 009,916,703,1106,415,1281,3080,159,2132,9792
E02003660,Buckinghamshire 008,962,842,1234,397,1473,3671,171,2050,10800
E02003661,Buckinghamshire 010,583,441,727,258,854,1950,104,975,5892
E02003662,Buckinghamshire 012,884,581,771,281,822,1594,139,1142,6214
E02003663,Buckinghamshire 011,1447,1011,1398,491,1803,3769,218,3971,14108
E02003664,Buckinghamshire 013,1226,714,828,317,955,1923,209,1949,8121
E02003665,Buckinghamshire 014,766,589,738,289,883,1539,140,1238,6182
E02003666,Buckinghamshire 015,1146,683,732,281,969,2234,184,1369,7598
E02003667,Buckinghamshire 016,1085,756,1167,407,1384,2501,189,1902,9391
E02003668,Buckinghamshire 018,991,698,1015,453,1212,2561,176,1663,8769
E02003669,Buckinghamshire 017,1533,721,748,288,786,1363,205,1772,7416
E02003670,Buckinghamshire 019,1019,735,1056,434,1317,2633,212,1755,9161
E02003671,Buckinghamshire 020,843,643,732,269,790,1281,134,1273,5965
E02003672,Buckinghamshire 021,1153,895,1375,517,1710,4129,228,2453,12460
E02003673,Buckinghamshire 022,931,568,1003,356,1130,3511,202,1746,9447
E02003674,Buckinghamshire 023,506,359,549,194,648,2143,110,1050,5559
E02003675,Buckinghamshire 024,796,666,1119,307,1441,3327,170,1827,9653
E02003676,Buckinghamshire 029,721,475,927,318,1004,3161,117,1422,8145
E02003677,Buckinghamshire 027,1442,903,1067,390,1251,2892,200,2263,10408
E02003678,Buckinghamshire 028,603,374,628,216,696,2032,122,1145,5816
E02003679,Buckinghamshire 030,972,488,689,263,811,2204,141,1302,6870
E02003680,Buckinghamshire 031,867,586,1111,385,1202,3721,150,1803,9825
E02003681,Buckinghamshire 032,804,499,885,207,973,4746,176,2275,10565
E02003682,Buckinghamshire 034,586,380,733,209,836,3187,102,1538,7571
E02003683,Buckinghamshire 035,522,342,674,177,748,3028,92,1582,7165
E02003685,Buckinghamshire 047,616,429,857,246,963,3169,137,1589,8006
E02003686,Buckinghamshire 050,720,427,798,264,933,2900,150,1368,7560
E02003687,Buckinghamshire 054,504,316,577,215,639,2239,93,1236,5819
E02003688,Buckinghamshire 053,1024,600,1091,343,1177,5253,190,2557,12235
E02003689,Buckinghamshire 058,683,434,810,247,966,4166,163,1792,9261
E02003690,Buckinghamshire 059,1066,563,781,318,977,2334,190,1245,7474
E02003691,Buckinghamshire 063,669,418,792,246,838,2726,138,1467,7294
E02003692,Buckinghamshire 064,1206,647,931,366,1054,2959,186,1541,8890
E02003693,Buckinghamshire 065,678,462,740,258,962,2798,145,1174,7217
E02003694,Buckinghamshire 066,1168,681,923,401,1058,2372,176,1659,8438
E02003695,Buckinghamshire 067,1421,846,1098,481,1429,3309,238,1986,10808
E02003696,Buckinghamshire 026,1071,654,879,428,1023,2938,160,1394,8547
E02003697,Buckinghamshire 025,488,383,722,249,825,2456,90,1098,6311
E02003698,Buckinghamshire 033,677,519,1006,387,1251,2938,143,1347,8268
E02003699,Buckinghamshire 037,766,518,740,283,789,1603,109,1041,5849
E02003701,Buckinghamshire 038,1551,866,1261,502,1725,3523,285,2589,12302
E02003702,Buckinghamshire 040,665,496,846,307,1174,3263,110,1328,8189
E02003703,Buckinghamshire 041,812,541,914,257,1067,3334,190,1850,8965
E02003704,Buckinghamshire 045,492,346,686,250,777,2034,111,1117,5813
E02003705,Buckinghamshire 042,1013,580,690,239,824,1990,193,1578,7107
E02003706,Buckinghamshire 043,915,586,731,293,811,1851,155,1426,6768
E02003707,Buckinghamshire 044,988,544,672,240,826,1884,155,1441,6750
E02003708,Buckinghamshire 046,2152,970,938,297,938,1929,284,2267,9775
E02003709,Buckinghamshire 048,832,532,641,212,697,1336,140,1369,5759
E02003710,Buckinghamshire 049,1497,869,1192,381,1453,4371,311,2846,12920
E02003711,Buckinghamshire 051,1049,741,949,398,1303,3150,159,1996,9745
E02003712,Buckinghamshire 052,1347,696,886,370,1027,2093,174,1543,8136
E02003713,Buckinghamshire 055,689,434,693,307,820,1726,117,1113,5899
E02003714,Buckinghamshire 056,783,538,809,339,888,1980,113,1300,6750
E02003715,Buckinghamshire 057,497,346,671,211,808,2674,104,1258,6569
E02003716,Buckinghamshire 060,658,412,643,257,840,2022,99,999,5930
E02003717,Buckinghamshire 062,858,560,939,297,986,3461,183,1830,9114
E02003718,Buckinghamshire 061,534,395,605,197,651,2009,104,1167,5662
E02003719,Cambridge 001,1527,825,863,487,920,3569,278,1843,10312
E02003720,Cambridge 002,1215,534,707,276,890,4149,190,1759,9720
E02003721,Cambridge 003,1321,634,711,308,845,4077,200,1620,9716
E02003722,Cambridge 004,471,260,478,125,717,5118,118,1198,8485
E02003723,Cambridge 005,334,153,326,119,4832,6125,182,910,12981
E02003724,Cambridge 006,1450,691,800,364,1023,4030,194,1788,10340
E02003725,Cambridge 007,347,152,397,88,6218,7794,195,1055,16246
