Middle layer Super Output Areas Code,Middle layer Super Output Areas,Higher_managerial_administrative_and_professional_occupations,Lower_managerial_administrative_and_professional_occupations,Intermediate_occupations,Small_employers_and_own_account_workers,Lower_supervisory_and_technical_occupations,Semi_routine_occupations,Routine_occupations,Never_worked_and_long_term_unemployed,Full_time_students,Does_not_apply,total
E02004819,Test Valley 006,969,1532,925,689,360,738,771,324,263,1225,7796
E02004820,Test Valley 007,1092,1456,698,846,323,521,530,259,271,1288,7284
E02004821,Test Valley 008,955,1106,455,647,194,327,273,172,151,946,5226
E02004822,Test Valley 009,1459,1600,688,1125,321,540,469,282,269,1272,8025
E02004823,Test Valley 010,1322,1801,983,709,380,718,661,355,309,1421,8659
E02004824,Test Valley 011,796,1264,653,532,304,569,549,330,167,692,5856
E02004825,Test Valley 012,1698,2168,1151,992,490,905,772,463,389,1875,10903
E02004826,Test Valley 013,1713,2060,884,1083,337,607,543,348,358,1831,9764
E02004827,Test Valley 014,1524,1471,825,498,222,470,318,185,336,1513,7362
E02004828,Test Valley 015,1098,1491,787,742,293,523,489,316,310,1202,7251
E02004829,Winchester 001,1121,1290,558,557,192,353,280,167,222,1178,5918
E02004830,Winchester 002,1361,1450,605,696,213,442,405,228,264,1279,6943
E02004831,Winchester 003,2146,2194,947,784,331,591,501,328,634,2032,10488
E02004832,Winchester 004,1431,1811,760,1099,337,595,464,347,363,1269,8476
E02004833,Winchester 005,1874,1786,723,728,292,550,548,406,1366,1806,10079
E02004834,Winchester 006,968,1122,506,592,342,657,855,424,898,1279,7643
E02004835,Winchester 007,2256,2132,708,696,292,495,487,353,1592,1689,10700
E02004836,Winchester 008,519,640,346,381,230,523,508,270,2351,995,6763
E02004837,Winchester 009,1727,1662,730,683,204,497,372,215,607,1532,8229
E02004838,Winchester 010,1958,1963,781,995,296,592,481,306,421,1957,9750
E02004839,Winchester 011,1757,1906,697,1190,226,545,399,296,359,1586,8961
E02004840,Winchester 012,1579,2104,1032,1119,418,793,657,386,376,1739,10203
E02004841,Winchester 013,1901,2420,1097,1228,496,784,716,456,492,2156,11746
E02004842,Winchester 014,1642,2377,1237,1173,459,896,676,469,415,2193,11537
E02004843,Broxbourne 001,790,1174,898,730,353,603,601,394,326,1363,7232
E02004844,Broxbourne 002,567,1094,799,857,337,682,875,394,361,1494,7460
E02004845,Broxbourne 003,799,1251,844,824,396,721,888,438,288,1445,7894
E02004846,Broxbourne 004,1085,1227,774,713,186,384,331,278,277,1146,6401
E02004847,Broxbourne 005,860,1627,1065,956,496,947,1000,577,464,2363,10355
E02004848,Broxbourne 006,741,1260,933,840,320,614,602,479,348,1583,7720
E02004849,Broxbourne 007,962,1258,852,881,234,442,393,336,287,1204,6849
E02004850,Broxbourne 008,608,1152,817,763,341,745,772,529,287,1435,7449
E02004851,Broxbourne 009,441,898,692,583,276,625,572,400,271,1179,5937
E02004852,Broxbourne 010,727,1251,904,782,388,765,730,532,374,1616,8069
E02004853,Broxbourne 011,531,1046,766,715,318,683,687,482,325,1435,6988
E02004854,Broxbourne 012,680,1231,863,812,402,766,877,543,405,1494,8073
E02004855,Broxbourne 013,564,1046,728,780,400,868,1156,733,495,1811,8581
E02004856,Dacorum 001,871,1118,553,745,224,357,366,186,244,1137,5801
E02004857,Dacorum 002,1084,1248,617,581,197,360,290,198,347,1119,6041
E02004858,Dacorum 003,651,925,503,509,195,410,388,184,242,1019,5026
E02004859,Dacorum 004,1005,1170,498,591,131,321,251,158,196,993,5314
E02004860,Dacorum 005,503,1009,602,541,244,502,618,263,257,1294,5833
E02004861,Dacorum 006,1083,1165,547,612,153,315,262,231,201,963,5532
E02004862,Dacorum 007,502,1118,792,673,363,797,1000,513,325,1698,7781
E02004863,Dacorum 008,502,1045,751,704,363,848,977,579,312,1852,7933
E02004864,Dacorum 009,1437,1578,574,541,156,319,230,176,230,1132,6373
E02004865,Dacorum 010,603,1011,630,497,249,483,501,252,247,1040,5513
E02004866,Dacorum 011,661,1145,748,647,307,598,690,298,255,1420,6769
E02004867,Dacorum 012,1349,1270,527,558,123,339,309,233,281,1547,6536
E02004868,Dacorum 013,686,1167,787,736,329,703,738,479,270,1903,7798
E02004869,Dacorum 014,1205,1227,450,514,162,308,338,153,269,1248,5874
E02004870,Dacorum 015,1238,1892,1226,1060,467,1128,1087,671,504,2344,11617
E02004871,Dacorum 016,547,891,595,434,202,472,463,222,187,1011,5024
E02004872,Dacorum 017,977,1346,871,723,270,605,535,334,317,1449,7427
E02004873,Dacorum 018,2059,2614,1188,1063,419,673,629,372,453,2192,11662
E02004874,Dacorum 019,652,969,646,590,252,563,585,328,259,1155,5999
E02004875,Dacorum 020,1120,1675,1032,918,444,884,962,588,502,2314,10439
E02004876,Dacorum 021,1469,1756,873,1325,337,585,723,516,390,1523,9497
E02004877,Dacorum 022,909,1043,543,621,173,320,258,227,245,949,5288
E02004878,East Hertfordshire 001,1165,1676,944,1115,384,707,659,382,345,1938,9315
E02004880,East Hertfordshire 003,1896,2112,1083,1133,333,657,486,395,462,2274,10831
E02004881,East Hertfordshire 004,1122,1412,828,550,253,516,406,237,267,1277,6868
E02004882,East Hertfordshire 005,1273,1560,899,628,303,649,600,302,490,1754,8458
E02004883,East Hertfordshire 006,817,1170,605,834,265,419,433,239,255,1213,6250
E02004884,East Hertfordshire 007,1308,1948,1237,805,446,951,934,475,403,1866,10373
E02004885,East Hertfordshire 008,1381,1713,963,739,265,677,427,256,423,1738,8582
E02004886,East Hertfordshire 009,1006,1259,621,840,232,434,378,337,278,1276,6661
E02004887,East Hertfordshire 010,1334,1545,733,929,258,416,401,272,332,1306,7526
E02004888,East Hertfordshire 011,1330,1742,1004,881,290,631,543,359,349,1617,8746
E02004889,East Hertfordshire 012,1438,2190,1133,983,518,882,932,510,430,2222,11238
E02004890,East Hertfordshire 013,1265,1785,952,788,357,639,612,276,308,1407,8389
E02004891,East Hertfordshire 014,1444,1760,754,700,239,477,397,294,273,1559,7897
E02004892,East Hertfordshire 015,802,1062,558,458,251,483,510,287,225,1276,5912
E02004893,East Hertfordshire 016,939,1265,595,471,213,355,366,168,271,1333,5976
E02004894,East Hertfordshire 017,1777,2113,1001,850,322,581,567,369,329,1723,9632
E02004895,East Hertfordshire 018,1270,1705,986,1038,317,592,598,379,670,1832,9387
E02004896,Hertsmere 001,1278,1503,932,907,236,575,443,404,556,1145,7979
E02004897,Hertsmere 002,897,1215,789,680,227,501,379,324,470,1330,6812
E02004898,Hertsmere 003,765,1223,895,820,292,653,598,488,568,1450,7752
E02004899,Hertsmere 004,763,1059,535,632,149,367,266,257,279,1085,5392
E02004900,Hertsmere 005,1878,1565,727,943,147,346,249,306,448,1573,8182
E02004901,Hertsmere 006,877,1515,899,1093,477,939,898,725,535,2256,10214
E02004902,Hertsmere 007,819,1267,734,874,317,678,687,430,441,1881,8128
E02004903,Hertsmere 008,974,1403,676,739,284,529,463,412,443,1594,7517
E02004904,Hertsmere 009,655,1122,728,780,280,587,515,434,365,1404,6870
E02004905,Hertsmere 010,1266,1221,556,792,172,342,252,288,367,1285,6541
E02004906,Hertsmere 011,1355,1860,979,1208,366,851,755,651,583,2508,11116
E02004907,Hertsmere 012,1585,2131,1146,1128,306,715,537,503,587,2138,10776
E02004908,Hertsmere 013,1815,1991,1079,1400,216,667,344,581,471,1987,10551
E02004909,North Hertfordshire 001,807,1032,596,458,270,629,508,220,178,1115,5813
E02004910,North Hertfordshire 002,1969,2310,1210,906,506,946,799,361,358,2266,11631
E02004911,North Hertfordshire 003,669,1087,686,484,367,782,772,390,230,1343,6810
E02004912,North Hertfordshire 004,1544,2099,1117,891,425,964,773,505,420,1879,10617
E02004914,North Hertfordshire 006,1142,1437,723,577,344,759,725,408,298,1662,8075
E02004915,North Hertfordshire 007,627,905,518,419,259,614,582,379,238,1090,5631
E02004916,North Hertfordshire 008,1337,1447,736,620,267,549,462,334,302,1362,7416
E02004917,North Hertfordshire 009,760,1093,667,485,270,702,639,384,255,1137,6392
E02004918,North Hertfordshire 010,1538,1743,697,637,274,531,542,329,341,1528,8160
E02004919,North Hertfordshire 011,1210,1500,723,550,273,639,569,344,325,1574,7707
E02004920,North Hertfordshire 012,1981,2266,1075,933,406,889,762,572,468,2134,11486
E02004921,North Hertfordshire 013,1614,1737,719,548,209,485,362,246,337,1609,7866
E02004922,North Hertfordshire 014,1634,2019,967,1150,374,620,669,382,421,1896,10132
E02004923,North Hertfordshire 015,1944,2138,997,1103,318,617,580,420,414,1857,10388
E02004924,St Albans 001,1853,1555,566,559,122,314,247,186,376,1948,7726
E02004925,St Albans 002,1676,1511,573,579,173,411,304,228,422,2001,7878
E02004926,St Albans 003,2188,1666,612,616,116,290,170,223,375,1844,8100
E02004927,St Albans 004,1294,1315,587,638,170,407,313,226,280,1486,6716
E02004928,St Albans 005,1716,1384,583,580,107,279,205,175,335,1506,6870
E02004929,St Albans 006,1197,1335,571,658,171,341,318,228,276,1308,6403
E02004930,St Albans 007,1284,1440,689,589,184,454,335,214,348,1470,7007
E02004931,St Albans 008,1313,1321,685,544,178,386,357,224,359,1603,6970
E02004932,St Albans 009,1322,1434,603,572,204,492,458,404,412,1841,7742
E02004933,St Albans 010,1790,1460,539,495,85,203,180,166,381,1644,6943
E02004934,St Albans 011,2005,1608,536,536,150,346,315,361,367,1578,7802
E02004935,St Albans 012,2472,2078,620,600,223,446,407,347,306,1552,9051
E02004936,St Albans 013,1306,1383,512,458,138,313,260,229,335,1608,6542
E02004937,St Albans 014,1847,1691,650,562,118,327,181,210,309,1397,7292
E02004939,St Albans 016,1118,1164,524,562,223,479,458,352,324,1482,6686
E02004940,St Albans 017,1267,1366,597,593,256,530,508,406,369,1818,7710
E02004941,St Albans 018,1135,1772,943,965,381,818,747,548,526,1968,9803
E02004942,St Albans 019,977,1220,634,705,244,456,345,363,256,1232,6432
E02004943,St Albans 020,1448,1710,833,943,240,509,378,341,363,1455,8220
E02004944,Stevenage 001,588,1365,860,552,419,817,800,386,409,1945,8141
E02004945,Stevenage 002,1613,2433,1256,1033,497,1048,840,603,538,2371,12232
E02004946,Stevenage 003,528,1046,729,543,280,702,677,372,250,1300,6427
E02004948,Stevenage 005,564,1064,692,510,283,619,590,395,228,1132,6077
E02004949,Stevenage 006,792,1394,980,689,429,959,940,552,384,1678,8797
E02004950,Stevenage 007,508,1080,737,552,344,722,699,348,316,1519,6825
E02004951,Stevenage 008,687,1159,804,561,387,866,991,575,357,1668,8055
E02004952,Stevenage 009,643,1127,767,566,348,750,670,333,303,1376,6883
E02004953,Stevenage 010,419,964,691,479,359,677,746,377,306,1458,6476
E02004954,Stevenage 011,624,1120,714,566,375,751,753,404,334,1489,7130
E02004955,Stevenage 012,574,1067,665,525,292,609,554,280,237,1217,6020
E02004956,Three Rivers 001,1272,1888,943,1017,366,644,534,375,373,1624,9036
E02004957,Three Rivers 002,1409,1992,1067,954,413,790,728,484,479,2500,10816
E02004958,Three Rivers 003,1287,1649,881,833,227,453,357,283,338,1551,7859
E02004959,Three Rivers 004,1513,1337,522,701,111,240,147,238,336,1036,6181
E02004960,Three Rivers 005,1351,1201,521,491,115,250,143,158,324,1156,5710
E02004961,Three Rivers 006,1654,1963,1055,836,323,585,456,314,502,2020,9708
E02004962,Three Rivers 007,1617,1844,798,865,263,533,486,391,428,1800,9025
E02004963,Three Rivers 008,795,1204,754,894,349,581,562,359,394,1673,7565
E02004964,Three Rivers 009,677,992,555,567,243,454,445,323,250,1239,5745
E02004965,Three Rivers 010,770,1211,780,814,307,595,461,422,287,1301,6948
E02004966,Three Rivers 011,1883,1556,675,769,131,248,142,325,410,1158,7297
E02004967,Three Rivers 012,573,1110,734,901,372,803,772,483,422,1708,7878
E02004968,Watford 001,692,1196,763,733,365,718,704,465,369,1699,7704
E02004969,Watford 002,788,1255,817,700,312,619,551,363,371,1478,7254
E02004970,Watford 003,678,1243,884,734,394,794,855,542,394,1882,8400
E02004971,Watford 004,838,1298,840,771,331,759,711,588,541,1988,8665
E02004972,Watford 005,888,1184,705,550,249,445,425,262,285,1182,6175
E02004973,Watford 006,885,1439,758,846,384,760,808,474,494,1853,8701
E02004974,Watford 007,1768,1817,818,808,215,537,433,493,427,1754,9070
E02004975,Watford 008,1611,1664,766,670,158,395,361,386,525,1692,8228
E02004976,Watford 009,1317,2084,968,1006,486,981,1068,854,581,2066,11411
E02004977,Watford 010,677,1530,828,858,345,764,932,617,580,2027,9158
E02004978,Watford 011,839,1605,926,892,376,913,1005,793,633,2314,10296
E02004979,Watford 012,1183,1432,694,735,198,446,395,376,374,1348,7181
E02004980,Welwyn Hatfield 001,1309,1357,628,664,168,268,245,242,296,1025,6202
E02004981,Welwyn Hatfield 002,1367,1549,814,785,276,521,460,349,394,1625,8140
E02004982,Welwyn Hatfield 003,957,1142,628,455,200,413,363,240,291,1278,5967
E02004983,Welwyn Hatfield 004,641,1061,709,470,281,570,547,302,259,1281,6121
E02004984,Welwyn Hatfield 005,806,1177,770,460,284,601,515,410,217,1048,6288
E02004985,Welwyn Hatfield 006,1334,1471,741,496,221,490,334,351,311,1181,6930
E02004986,Welwyn Hatfield 007,909,1435,774,569,450,905,878,471,423,1973,8787
E02004987,Welwyn Hatfield 008,883,1368,834,580,348,655,614,346,362,1804,7794
E02004988,Welwyn Hatfield 009,872,1310,812,541,341,681,703,387,384,1820,7851
E02004989,Welwyn Hatfield 010,952,1447,863,790,411,938,948,564,3708,1935,12556
E02004990,Welwyn Hatfield 011,980,1208,646,638,267,620,747,419,501,1259,7285
E02004991,Welwyn Hatfield 012,575,1000,598,590,319,820,919,488,1316,1604,8229
E02004992,Welwyn Hatfield 013,433,888,602,642,341,760,944,385,3828,1582,10405
E02004994,Welwyn Hatfield 015,1146,1204,605,763,142,317,238,221,406,1111,6153
E02004995,Welwyn Hatfield 016,1004,1040,662,795,146,324,218,239,285,929,5642
E02004996,Ashford 001,1228,1558,782,945,314,645,547,386,334,1689,8428
E02004997,Ashford 002,1150,1578,802,1127,324,603,523,473,300,1312,8192
E02004998,Ashford 003,818,1291,756,593,330,620,493,323,346,1231,6801
E02005000,Ashford 005,973,1821,1111,821,678,1427,1327,877,604,2466,12105
E02005001,Ashford 006,921,1762,1099,740,541,982,863,453,364,1838,9563
E02005002,Ashford 007,542,1294,905,734,609,1240,1318,766,390,2242,10040
E02005003,Ashford 008,458,1024,806,665,551,1092,1150,788,472,2242,9248
E02005004,Ashford 009,1080,2061,1291,919,637,1161,986,576,564,2526,11801
E02005005,Ashford 010,1459,2036,1014,1250,445,700,594,406,361,2131,10396
E02005006,Ashford 011,774,1085,593,975,223,468,448,345,242,1054,6207
E02005007,Ashford 012,1144,1638,948,1218,440,752,684,512,360,1669,9365
E02005008,Ashford 013,1036,1743,928,1235,381,887,617,461,272,1210,8770
E02005009,Ashford 014,686,1092,540,915,254,477,457,324,248,967,5960
E02005010,Canterbury 001,536,1225,693,838,367,982,753,614,337,1248,7593
E02005011,Canterbury 002,768,1351,880,871,351,896,635,486,293,952,7483
E02005012,Canterbury 003,674,1347,964,921,456,1080,909,656,436,1517,8960
E02005013,Canterbury 004,570,1288,871,904,450,1081,877,578,342,1252,8213
E02005014,Canterbury 005,1080,1718,1015,961,330,810,589,448,337,1149,8437
E02005015,Canterbury 006,873,1720,1094,941,447,987,765,457,406,1954,9644
E02005016,Canterbury 007,898,1443,787,871,325,729,616,491,335,1314,7809
E02005017,Canterbury 008,898,1380,617,888,295,544,429,321,260,1005,6637
E02005018,Canterbury 009,926,1624,919,1024,348,828,681,549,375,1458,8732
E02005019,Canterbury 010,789,1219,541,802,300,583,492,372,299,1130,6527
E02005020,Canterbury 011,554,1202,690,780,353,796,863,502,373,1409,7522
E02005021,Canterbury 012,1066,1313,612,668,206,440,330,357,4904,1137,11033
E02005022,Canterbury 013,689,921,453,436,192,551,520,452,2756,1095,8065
E02005023,Canterbury 014,510,995,494,509,365,781,963,803,2565,1742,9727
E02005025,Canterbury 016,1268,1706,671,560,228,571,463,424,2769,1236,9896
E02005026,Canterbury 017,1102,1631,680,894,333,613,461,354,421,1589,8078
E02005027,Canterbury 018,798,1169,515,709,182,371,272,348,295,856,5515
E02005028,Dartford 001,1428,2160,1126,922,592,1152,1301,822,669,4196,14368
E02005029,Dartford 002,2021,2762,1522,1215,630,973,957,565,571,3711,14927
E02005030,Dartford 003,1337,2060,1263,978,478,1000,1093,641,628,2725,12203
E02005031,Dartford 004,612,1175,777,675,400,800,942,569,347,1841,8138
E02005032,Dartford 005,849,1564,1002,827,449,901,1025,533,467,2111,9728
E02005033,Dartford 006,624,1214,787,619,409,712,827,436,287,1693,7608
E02005034,Dartford 007,963,1478,981,648,352,641,501,301,381,1480,7726
E02005035,Dartford 008,849,1456,1045,676,364,800,679,384,420,1865,8538
E02005036,Dartford 009,414,877,636,525,353,702,820,491,321,1592,6731
E02005037,Dartford 010,952,1343,898,717,296,544,382,376,317,1262,7087
E02005038,Dartford 011,678,1099,759,628,292,504,424,308,246,1064,6002
E02005039,Dartford 012,535,1118,791,681,362,649,653,395,280,1409,6873
E02005040,Dartford 013,1032,1329,908,724,252,512,384,341,243,1106,6831
E02005041,Dover 001,879,1448,664,1004,325,635,474,361,310,1147,7247
E02005042,Dover 002,988,1706,820,1018,491,903,818,556,382,1239,8921
E02005043,Dover 003,535,1347,728,844,393,815,651,571,249,992,7125
E02005044,Dover 004,710,1343,593,795,297,642,442,412,166,653,6053
E02005045,Dover 005,604,1504,888,922,593,1120,900,585,334,1902,9352
E02005046,Dover 006,567,1411,823,783,536,935,915,598,374,2022,8964
E02005047,Dover 007,501,1359,752,752,419,1020,709,606,269,1329,7716
E02005048,Dover 008,658,1390,727,804,335,650,522,359,228,921,6594
E02005049,Dover 009,895,1636,787,856,289,612,388,418,214,839,6934
E02005050,Dover 010,807,1991,1180,872,549,985,743,603,369,1605,9704
E02005051,Dover 011,483,1553,1192,831,803,2011,1807,1146,657,3121,13604
E02005052,Dover 012,406,1281,770,621,389,1077,1012,738,448,1612,8354
E02005053,Dover 013,307,1190,813,660,521,1240,1227,877,391,1931,9157
E02005054,Dover 014,535,1306,859,712,388,739,597,367,219,966,6688
E02005055,Gravesham 001,403,938,643,697,377,870,1178,680,384,2224,8394
E02005056,Gravesham 002,659,1258,757,921,494,1005,1633,1015,511,1906,10159
E02005057,Gravesham 003,724,1607,981,1053,536,1164,1419,865,578,2656,11583
E02005058,Gravesham 004,425,1007,689,708,397,876,1010,626,371,1899,8008
E02005059,Gravesham 005,1095,1782,1047,872,434,846,838,534,453,1744,9645
E02005060,Gravesham 006,708,1243,845,703,474,949,964,545,390,1826,8647
E02005061,Gravesham 007,373,940,655,655,347,861,836,719,389,1721,7496
E02005062,Gravesham 008,510,1087,792,616,396,752,704,405,322,1502,7086
E02005063,Gravesham 009,682,1121,770,613,363,731,707,468,296,1575,7326
E02005064,Gravesham 010,782,1240,809,743,305,540,450,327,293,1075,6564
E02005065,Gravesham 011,413,1038,754,704,418,931,1036,633,398,1986,8311
E02005066,Gravesham 012,1009,1578,1061,810,349,613,435,378,303,1211,7747
E02005067,Gravesham 013,778,1210,700,736,264,415,337,259,212,1022,5933
E02005068,Maidstone 001,1034,1474,804,827,275,506,405,239,285,1328,7177
E02005069,Maidstone 002,1091,1681,1046,838,387,766,764,398,402,1712,9085
E02005070,Maidstone 003,1250,1970,1284,837,409,832,671,413,403,1683,9752
E02005071,Maidstone 004,945,1882,1239,1098,668,1210,1840,991,467,1952,12292
E02005072,Maidstone 005,1168,1705,918,726,286,600,463,280,328,1567,8041
E02005073,Maidstone 006,1141,2182,1198,1101,588,1118,1497,717,565,2259,12366
E02005074,Maidstone 007,1080,1635,955,802,333,652,496,349,338,1390,8030
E02005075,Maidstone 008,1011,2019,1123,853,461,951,1106,620,530,2387,11061
E02005076,Maidstone 009,693,1550,929,886,481,984,1281,653,408,2146,10011
E02005077,Maidstone 010,632,1100,781,797,424,856,995,546,361,1606,8098
E02005078,Maidstone 011,1227,1892,1005,1236,397,737,737,560,333,1640,9764
E02005079,Maidstone 012,1093,1761,1057,909,367,729,659,335,363,1783,9056
