Middle layer Super Output Areas Code,Middle layer Super Output Areas,1_Managers_directors_and_senior_officials,2_Professional_occupations,3_Associate_professional_and_technical_occupations,4_Administrative_and_secretarial_occupations,5_Skilled_trades_occupations,6_Caring_leisure_and_other_service_occupations,7_Sales_and_customer_service_occupations,8_Process_plant_and_machine_operatives,9_Elementary_occupations,Does_not_apply,total
E02004373,Hastings 006,443,598,527,405,507,538,368,253,384,4774,8797
E02004374,Hastings 007,370,627,563,295,436,429,316,191,286,3780,7293
E02004375,Hastings 008,433,758,621,339,442,502,299,221,352,4397,8364
E02004376,Hastings 009,366,599,471,252,369,478,260,197,386,3499,6877
E02004377,Hastings 010,580,815,636,489,645,643,367,305,377,5852,10709
E02004378,Hastings 011,366,677,635,273,383,566,287,264,396,4379,8226
E02004379,Lewes 001,754,785,556,298,452,318,181,134,198,3974,7650
E02004380,Lewes 002,945,1069,741,387,419,317,225,134,227,5180,9644
E02004381,Lewes 003,589,1148,805,324,472,332,280,184,367,4874,9375
E02004382,Lewes 004,469,586,374,239,386,261,169,134,248,3648,6514
E02004383,Lewes 005,495,1055,600,223,273,226,186,87,191,4003,7339
E02004384,Lewes 006,489,659,530,315,440,370,222,186,244,3938,7393
E02004385,Lewes 007,431,443,455,363,474,403,307,240,336,4207,7659
E02004386,Lewes 008,349,405,408,279,394,384,254,221,294,3631,6619
E02004387,Lewes 009,278,326,320,205,385,399,195,217,354,3393,6072
E02004388,Lewes 010,418,477,404,323,461,430,310,277,347,4329,7776
E02004389,Lewes 011,582,736,564,392,390,347,254,199,248,5629,9341
E02004390,Lewes 012,405,546,393,314,445,390,205,156,273,4905,8032
E02004391,Lewes 013,355,547,368,257,311,340,207,151,267,3687,6490
E02004392,Rother 001,758,761,538,392,654,370,246,153,287,5124,9283
E02004393,Rother 002,453,419,316,246,436,211,156,121,219,3774,6351
E02004394,Rother 003,725,720,427,340,531,310,179,140,261,4277,7910
E02004395,Rother 004,505,438,374,270,500,320,239,190,325,4463,7624
E02004396,Rother 005,667,654,492,376,517,381,252,165,228,5506,9238
E02004397,Rother 006,612,701,440,353,476,328,175,131,257,4663,8136
E02004398,Rother 007,351,490,417,365,589,655,347,244,418,5445,9321
E02004399,Rother 008,338,527,377,327,422,470,280,182,240,4886,8049
E02004400,Rother 009,658,748,524,405,433,391,244,181,212,6735,10531
E02004401,Rother 010,393,493,350,335,330,291,222,153,201,4942,7710
E02004402,Rother 011,407,526,470,336,401,596,330,169,364,5361,8960
E02004403,Wealden 001,636,722,510,247,311,217,148,92,173,3381,6437
E02004404,Wealden 002,818,705,447,290,306,182,129,84,140,3306,6407
E02004405,Wealden 003,437,513,408,288,315,269,232,101,166,3300,6029
E02004406,Wealden 004,633,699,437,344,326,280,210,85,208,4063,7285
E02004407,Wealden 005,914,819,564,312,385,241,181,72,201,4415,8104
E02004408,Wealden 006,553,685,557,425,604,444,335,208,373,4193,8377
E02004409,Wealden 007,583,503,377,244,307,189,116,57,152,2795,5323
E02004410,Wealden 008,897,784,528,368,446,260,173,101,185,4244,7986
E02004411,Wealden 009,534,653,567,435,560,460,305,232,376,4388,8510
E02004412,Wealden 010,581,721,532,378,547,423,284,179,293,4141,8079
E02004413,Wealden 011,687,630,449,352,551,327,194,124,191,3820,7325
E02004414,Wealden 012,495,641,529,366,397,325,232,135,262,3143,6525
E02004415,Wealden 013,698,591,432,334,410,267,187,111,185,3484,6699
E02004416,Wealden 014,570,519,380,280,540,264,172,96,203,3451,6475
E02004417,Wealden 015,389,433,374,303,483,373,222,170,281,3488,6516
E02004418,Wealden 016,322,344,281,268,389,324,202,160,277,3225,5792
E02004419,Wealden 017,299,297,293,236,414,384,223,189,377,3620,6332
E02004420,Wealden 018,1107,1169,866,586,806,622,373,258,449,7714,13950
E02004421,Wealden 019,519,698,543,477,571,511,326,227,347,5118,9337
E02004422,Wealden 020,775,898,710,516,642,516,426,289,383,5951,11106
E02004423,Wealden 021,429,602,438,341,427,359,216,150,230,4366,7558
E02004424,Basildon 001,630,812,598,453,234,207,172,124,175,3710,7115
E02004425,Basildon 002,574,839,595,470,334,260,172,157,233,3712,7346
E02004426,Basildon 003,677,927,677,479,315,227,204,147,251,4198,8102
E02004427,Basildon 004,635,854,579,511,325,229,202,133,229,4367,8064
E02004428,Basildon 005,412,535,483,428,422,314,229,214,271,3653,6961
E02004429,Basildon 006,523,566,480,505,464,239,216,187,269,4127,7576
E02004430,Basildon 007,564,748,665,624,517,324,269,280,305,4141,8437
E02004431,Basildon 008,665,847,806,719,616,384,338,318,438,4591,9722
E02004432,Basildon 009,616,589,439,414,317,210,162,181,197,3317,6442
E02004433,Basildon 010,503,723,566,541,508,387,310,321,432,4445,8736
E02004434,Basildon 011,491,530,420,503,534,415,359,422,549,4324,8547
E02004435,Basildon 012,493,602,489,529,597,510,431,436,648,5055,9790
E02004436,Basildon 013,252,319,272,281,360,413,329,326,541,4813,7906
E02004437,Basildon 014,529,860,617,602,559,421,297,379,529,5271,10064
E02004438,Basildon 015,348,585,451,463,516,502,360,400,682,5303,9610
E02004439,Basildon 016,375,544,447,403,457,482,422,415,749,5589,9883
E02004440,Basildon 017,382,858,485,467,481,465,375,366,603,4683,9165
E02004441,Basildon 018,296,408,320,345,473,372,352,345,499,4422,7832
E02004442,Basildon 019,301,400,335,338,445,414,380,395,577,5032,8617
E02004443,Basildon 020,552,1367,667,580,534,437,337,348,544,4950,10316
E02004444,Basildon 021,718,948,737,629,445,323,278,216,337,4413,9044
E02004445,Basildon 022,345,511,402,395,515,390,390,388,519,4443,8298
E02004446,Braintree 001,570,594,501,322,495,273,218,203,290,3555,7021
E02004447,Braintree 002,584,511,375,309,441,203,157,131,191,3071,5973
E02004448,Braintree 003,601,588,505,408,601,352,241,251,324,3946,7817
E02004449,Braintree 004,458,521,469,388,671,566,319,363,473,4656,8884
E02004450,Braintree 005,654,498,447,359,406,231,158,137,221,3168,6279
E02004451,Braintree 006,736,748,660,502,636,405,262,301,370,4870,9490
E02004452,Braintree 007,699,683,573,507,537,446,335,310,397,4856,9343
E02004453,Braintree 008,342,409,346,301,500,418,292,314,460,4070,7452
E02004454,Braintree 009,566,635,609,461,608,574,414,447,646,4481,9441
E02004455,Braintree 010,651,701,562,454,458,352,301,250,337,3882,7948
E02004456,Braintree 011,488,613,585,439,658,543,425,476,628,4978,9833
E02004457,Braintree 012,668,757,688,533,689,536,461,375,539,5367,10613
E02004458,Braintree 013,679,932,758,587,486,406,336,246,379,4721,9530
E02004459,Braintree 014,829,1067,760,488,510,344,302,221,365,5524,10410
E02004460,Braintree 015,538,729,660,498,606,449,371,363,499,5055,9768
E02004461,Braintree 016,217,327,340,267,344,350,264,294,385,2955,5743
E02004462,Braintree 017,768,1138,936,660,569,524,437,417,504,5631,11584
E02004463,Braintree 018,647,741,528,409,455,314,269,234,341,4201,8139
E02004464,Brentwood 001,875,826,677,610,541,336,266,225,261,5253,9870
E02004465,Brentwood 002,623,676,488,384,272,202,122,87,154,3355,6363
E02004466,Brentwood 003,576,879,622,466,373,326,239,186,276,4288,8231
E02004467,Brentwood 004,611,899,604,414,404,347,238,206,311,4208,8242
E02004468,Brentwood 005,1254,1360,800,578,204,201,161,76,154,5830,10618
E02004469,Brentwood 006,665,830,541,452,357,227,197,155,189,3651,7264
E02004470,Brentwood 007,1094,1757,1171,758,465,423,300,224,374,5198,11764
E02004471,Brentwood 008,742,971,640,495,346,314,203,191,272,4343,8517
E02004472,Brentwood 009,572,725,502,457,301,159,155,144,144,3020,6179
E02004473,Castle Point 001,403,557,484,509,523,362,273,310,333,4069,7823
E02004474,Castle Point 002,583,621,530,496,459,311,269,232,264,4188,7953
E02004475,Castle Point 003,429,543,414,444,382,254,223,216,223,3499,6627
E02004476,Castle Point 004,704,671,610,516,444,302,281,187,240,4124,8079
E02004477,Castle Point 005,418,531,410,363,303,188,169,152,150,3360,6044
E02004478,Castle Point 006,399,520,415,374,414,272,225,202,268,3601,6690
E02004479,Castle Point 007,542,625,633,585,503,274,247,229,272,4137,8047
E02004480,Castle Point 008,388,431,415,452,467,339,283,278,317,3605,6975
E02004481,Castle Point 009,302,291,299,301,416,280,232,254,270,4006,6651
E02004482,Castle Point 010,335,314,369,422,545,477,321,383,495,4683,8344
E02004483,Castle Point 011,418,379,388,456,514,339,279,332,299,4595,7999
E02004484,Castle Point 012,452,357,417,434,532,408,305,380,369,4715,8369
E02004485,Chelmsford 001,894,1106,685,487,485,363,233,211,325,5066,9855
E02004486,Chelmsford 002,609,1360,591,451,314,312,218,136,225,4417,8633
E02004487,Chelmsford 003,495,683,461,324,372,316,220,211,383,4161,7626
E02004488,Chelmsford 004,732,1198,778,624,402,400,353,253,378,4881,9999
E02004489,Chelmsford 005,831,1061,724,533,383,321,299,199,313,4833,9497
E02004490,Chelmsford 006,315,674,389,297,357,419,303,276,555,4323,7908
E02004491,Chelmsford 007,552,903,538,465,362,302,235,174,307,3639,7477
E02004492,Chelmsford 008,702,1229,809,587,398,408,359,272,417,4167,9348
E02004493,Chelmsford 009,723,1321,792,567,459,414,348,285,596,4843,10348
E02004495,Chelmsford 011,635,864,516,435,360,259,216,189,282,4550,8306
E02004496,Chelmsford 012,672,1171,656,409,348,247,224,170,288,4038,8223
E02004497,Chelmsford 013,623,848,532,428,341,277,217,162,272,4126,7826
E02004498,Chelmsford 014,606,966,653,491,515,419,376,240,426,5199,9891
E02004499,Chelmsford 015,405,753,512,426,387,300,276,176,298,3302,6835
E02004500,Chelmsford 016,804,890,606,486,420,294,233,162,268,5080,9243
E02004501,Chelmsford 017,496,703,477,358,322,246,207,161,277,3800,7047
E02004502,Chelmsford 018,759,569,442,352,314,204,172,130,173,4115,7230
E02004503,Chelmsford 019,522,714,627,493,501,323,292,251,289,4005,8017
E02004504,Chelmsford 020,668,834,631,499,429,304,276,206,282,3878,8007
E02004505,Chelmsford 021,521,534,404,394,388,200,175,194,204,3494,6508
E02004506,Colchester 001,689,763,479,337,383,268,173,129,189,3738,7148
E02004507,Colchester 002,605,1085,634,517,448,533,365,309,468,4724,9688
E02004508,Colchester 003,542,696,440,301,353,236,171,138,210,3479,6566
E02004512,Colchester 007,709,1421,876,470,455,664,421,337,587,5373,11313
E02004513,Colchester 008,272,455,337,243,422,615,580,397,754,7276,11351
E02004514,Colchester 009,434,682,395,252,235,226,157,118,195,3130,5824
E02004515,Colchester 010,848,995,765,520,551,395,299,234,312,4791,9710
E02004516,Colchester 011,617,1221,873,517,614,897,561,468,769,6841,13378
E02004517,Colchester 012,587,933,674,500,508,493,378,267,384,4888,9612
E02004518,Colchester 013,601,1157,749,342,319,329,268,180,301,3831,8077
E02004519,Colchester 014,426,751,483,345,353,319,258,150,238,4175,7498
E02004520,Colchester 015,505,658,1039,389,451,619,334,286,445,4973,9699
E02004521,Colchester 016,524,722,573,452,542,584,418,342,429,4857,9443
E02004522,Colchester 017,460,1083,535,300,318,301,269,148,288,5282,8984
E02004523,Colchester 018,483,691,643,432,575,733,432,423,622,5468,10502
E02004524,Colchester 019,739,766,557,450,494,313,196,186,261,4339,8301
E02004525,Colchester 020,509,553,458,414,509,315,280,321,372,4354,8085
E02004526,Colchester 021,530,487,335,283,427,289,216,132,245,4277,7221
E02004527,Epping Forest 001,820,830,679,611,594,353,277,245,299,4573,9281
E02004528,Epping Forest 002,964,728,575,498,575,284,227,240,307,4419,8817
E02004529,Epping Forest 003,907,555,475,461,471,222,165,143,186,3788,7373
E02004530,Epping Forest 004,544,521,402,442,443,246,180,196,231,3933,7138
E02004531,Epping Forest 005,605,799,553,407,305,192,158,145,211,3785,7160
E02004532,Epping Forest 006,640,755,548,368,288,186,146,134,150,3200,6415
E02004533,Epping Forest 007,439,472,423,395,486,353,291,309,364,4183,7715
E02004534,Epping Forest 008,624,665,606,578,572,400,309,341,422,4555,9072
E02004535,Epping Forest 009,491,435,390,360,327,242,166,198,275,3186,6070
E02004536,Epping Forest 010,645,565,429,348,262,169,106,147,148,3418,6237
E02004537,Epping Forest 011,575,818,576,529,610,432,320,294,427,4945,9526
E02004538,Epping Forest 012,1069,1206,755,601,377,281,225,168,265,4916,9863
E02004539,Epping Forest 013,588,775,597,465,420,333,225,215,300,4005,7923
E02004540,Epping Forest 014,674,790,504,380,206,141,108,90,133,3011,6037
E02004541,Epping Forest 015,1212,1600,999,693,451,326,287,228,288,5668,11752
E02004542,Epping Forest 016,877,841,461,430,214,171,157,111,124,3613,6999
E02004543,Epping Forest 017,694,800,422,425,358,258,215,167,277,3986,7602
E02004544,Harlow 001,922,1210,908,736,572,457,393,409,438,5138,11183
E02004545,Harlow 002,310,430,386,382,467,418,377,357,586,4257,7970
E02004546,Harlow 003,371,557,427,451,486,459,334,400,652,4274,8411
E02004547,Harlow 004,443,1037,438,433,529,505,393,460,713,5107,10058
E02004548,Harlow 005,662,828,735,654,571,429,354,345,379,3984,8941
E02004549,Harlow 006,359,451,374,407,536,450,335,426,583,4240,8161
E02004550,Harlow 007,329,618,355,368,470,497,383,406,643,4757,8826
E02004551,Harlow 008,373,417,374,411,440,400,282,376,472,4065,7610
E02004552,Harlow 009,342,410,378,393,432,342,232,316,377,3371,6593
E02004553,Harlow 010,344,483,448,383,446,460,272,394,514,4102,7846
E02004554,Harlow 011,353,449,381,350,464,384,315,411,575,4052,7734
E02004555,Maldon 001,568,502,384,359,519,211,193,181,260,3308,6485
E02004556,Maldon 002,744,672,509,406,366,197,179,110,185,4184,7552
E02004557,Maldon 003,611,693,525,516,590,380,321,323,413,4537,8909
E02004558,Maldon 004,435,515,424,260,375,252,276,229,321,3822,6909
E02004559,Maldon 005,578,683,578,444,443,278,325,210,316,4173,8028
E02004560,Maldon 006,672,506,535,519,658,399,283,315,376,4823,9086
E02004561,Maldon 007,937,725,622,600,729,376,343,332,394,5331,10389
E02004562,Maldon 008,643,684,555,434,543,322,273,271,351,4774,8850
E02004563,Rochford 001,407,414,390,354,444,231,210,213,213,3717,6593
E02004564,Rochford 002,559,661,537,524,489,312,248,212,270,4103,7915
E02004566,Rochford 004,315,390,349,312,328,275,168,192,261,3064,5654
E02004567,Rochford 005,644,760,624,560,395,242,241,193,247,4217,8123
E02004568,Rochford 006,679,900,701,644,446,326,288,252,313,4313,8862
E02004569,Rochford 007,579,778,593,553,514,427,287,271,347,4301,8650
E02004570,Rochford 008,548,726,611,515,435,302,254,210,283,4808,8692
E02004571,Rochford 009,531,702,526,497,412,259,242,179,233,4234,7815
E02004572,Rochford 010,529,584,500,439,484,385,266,265,313,4166,7931
E02004573,Tendring 001,281,250,308,206,315,419,212,277,351,3798,6417
E02004574,Tendring 002,247,265,385,263,403,518,324,339,477,4645,7866
E02004575,Tendring 003,943,1025,851,604,673,576,375,329,414,6299,12089
E02004576,Tendring 004,497,558,506,432,467,472,323,316,377,5191,9139
E02004577,Tendring 005,593,531,379,317,398,249,170,165,221,3085,6108
E02004578,Tendring 006,364,319,278,218,322,353,193,148,235,5196,7626
E02004579,Tendring 007,485,504,407,348,530,361,247,211,294,4528,7915
E02004580,Tendring 008,588,622,491,452,633,518,370,247,365,8000,12286
E02004581,Tendring 009,572,625,512,452,593,340,286,235,301,4591,8507
E02004582,Tendring 010,202,253,257,230,394,375,262,236,299,4467,6975
E02004583,Tendring 011,509,589,447,334,608,479,259,264,365,5052,8906
E02004584,Tendring 012,225,248,243,245,308,281,216,153,218,4446,6583
E02004585,Tendring 013,361,340,394,348,548,516,405,359,393,5374,9038
E02004586,Tendring 014,301,356,278,271,393,480,270,251,360,5283,8243
E02004587,Tendring 015,237,228,231,229,381,529,263,284,340,5013,7735
E02004588,Tendring 016,217,239,204,155,286,477,290,228,379,4734,7209
E02004589,Tendring 017,278,257,231,278,419,487,310,233,328,4591,7412
E02004590,Tendring 018,294,249,199,206,401,399,226,243,302,5719,8238
E02004591,Uttlesford 001,764,1034,589,354,303,257,172,145,214,3793,7625
E02004592,Uttlesford 002,989,1504,1014,545,604,587,413,306,532,6633,13127
E02004593,Uttlesford 003,949,1041,686,417,425,260,200,148,237,4606,8969
E02004594,Uttlesford 004,873,734,725,395,449,322,231,141,248,4195,8313
E02004595,Uttlesford 005,1431,1635,1237,759,744,566,410,359,472,7224,14837
E02004596,Uttlesford 006,1017,939,773,564,577,462,325,314,414,5235,10620
E02004597,Uttlesford 007,797,828,672,503,539,351,298,257,347,4430,9022
E02004598,Uttlesford 008,1112,1073,759,601,617,417,280,239,339,5599,11036
E02004599,Uttlesford 009,935,677,571,446,413,255,195,192,223,3886,7793
E02004675,Basingstoke and Deane 001,499,737,617,437,506,339,228,221,281,3862,7727
E02004676,Basingstoke and Deane 002,645,888,663,434,447,356,225,165,260,3905,7988
E02004677,Basingstoke and Deane 003,856,815,550,310,376,269,168,132,269,3824,7569
E02004678,Basingstoke and Deane 004,763,866,547,349,413,309,180,151,291,3711,7580
E02004679,Basingstoke and Deane 005,1121,1448,988,567,498,430,268,213,314,5263,11110
E02004680,Basingstoke and Deane 006,709,1271,855,463,334,309,263,195,196,3253,7848
E02004681,Basingstoke and Deane 007,777,1459,1056,710,709,826,661,585,1052,7095,14930
E02004682,Basingstoke and Deane 008,593,1056,669,484,349,365,302,225,436,3859,8338
E02004683,Basingstoke and Deane 009,434,926,566,411,382,438,391,327,566,3719,8160
E02004684,Basingstoke and Deane 010,667,1509,911,606,554,616,488,367,546,5111,11375
E02004685,Basingstoke and Deane 011,464,1115,717,438,418,363,362,264,441,3304,7886
E02004686,Basingstoke and Deane 012,534,1166,695,425,425,425,367,302,627,3866,8832
E02004687,Basingstoke and Deane 013,389,558,452,369,435,398,310,306,528,3944,7689
E02004688,Basingstoke and Deane 014,335,494,434,351,489,429,381,318,576,4039,7846
E02004689,Basingstoke and Deane 015,441,583,430,281,239,195,144,112,173,3096,5694
E02004690,Basingstoke and Deane 016,493,833,625,503,479,403,355,303,435,3691,8120
E02004691,Basingstoke and Deane 017,870,878,558,365,378,268,204,128,221,4081,7951
E02004692,Basingstoke and Deane 018,617,740,536,382,278,223,198,148,175,3933,7230
E02004693,Basingstoke and Deane 019,375,677,522,408,419,421,341,305,427,3553,7448
E02004694,Basingstoke and Deane 020,699,905,552,330,397,312,182,197,238,3727,7539
E02004695,Basingstoke and Deane 021,867,1282,866,560,373,336,334,219,295,3622,8754
E02004696,Basingstoke and Deane 022,708,921,622,329,373,255,200,164,248,3724,7544
E02004697,East Hampshire 001,728,780,508,273,295,253,145,98,145,3611,6836
E02004698,East Hampshire 002,371,507,401,272,367,459,219,184,375,3451,6606
E02004699,East Hampshire 003,782,1211,798,490,540,571,305,279,398,5339,10713
E02004700,East Hampshire 004,522,628,511,332,550,461,243,246,375,3037,6905
E02004702,East Hampshire 006,535,627,532,416,650,572,310,290,427,3660,8019
E02004703,East Hampshire 007,1393,1398,891,574,636,471,279,171,323,6473,12609
E02004704,East Hampshire 008,581,545,462,297,438,318,205,158,249,2948,6201
E02004705,East Hampshire 009,896,1080,678,439,521,390,222,167,296,5082,9771
E02004706,East Hampshire 010,687,840,488,310,434,316,176,123,221,4023,7618
E02004707,East Hampshire 011,1045,1389,724,492,533,359,250,149,295,5974,11210
E02004708,East Hampshire 012,678,982,646,421,505,463,313,231,403,4979,9621
E02004709,East Hampshire 013,718,923,641,466,492,378,304,166,255,4400,8743
E02004710,East Hampshire 014,588,673,445,324,381,265,213,128,184,3353,6554
E02004712,Eastleigh 001,692,1253,546,384,264,251,215,97,159,4905,8766
E02004713,Eastleigh 002,477,879,553,450,423,337,248,211,247,4207,8032
E02004714,Eastleigh 003,513,990,560,407,358,280,237,176,217,3780,7518
E02004715,Eastleigh 004,508,915,616,461,534,483,337,303,464,4424,9045
E02004716,Eastleigh 005,486,895,560,485,601,461,320,263,380,4299,8750
E02004717,Eastleigh 006,704,1279,801,624,763,717,571,438,702,6387,12986
E02004718,Eastleigh 007,411,884,607,447,523,566,419,384,567,3884,8692
E02004719,Eastleigh 008,967,1387,840,681,707,480,384,283,374,5428,11531
E02004720,Eastleigh 009,856,1106,831,671,685,506,437,309,417,5502,11320
E02004721,Eastleigh 010,1005,1685,1105,741,533,484,458,307,338,5125,11781
E02004722,Eastleigh 011,403,587,517,356,446,315,280,197,241,3669,7011
E02004723,Eastleigh 012,723,944,772,589,526,395,413,253,322,4921,9858
E02004724,Eastleigh 013,813,996,725,488,597,477,357,287,395,4534,9669
E02004725,Eastleigh 014,314,479,374,263,316,243,187,190,202,2877,5445
E02004726,Eastleigh 015,532,624,523,296,332,188,184,164,205,2985,6033
E02004727,Fareham 001,982,1359,983,555,383,348,332,180,284,4849,10255
E02004728,Fareham 002,633,951,780,504,452,340,365,186,354,4530,9095
E02004729,Fareham 003,333,619,494,365,385,395,322,239,345,3747,7244
E02004730,Fareham 004,629,995,635,479,410,294,278,169,211,4573,8673
E02004731,Fareham 005,624,842,634,417,323,279,273,127,255,3806,7580
E02004732,Fareham 006,792,910,714,449,394,326,264,196,273,4523,8841
E02004733,Fareham 007,578,898,689,424,383,314,274,158,291,4008,8017
E02004734,Fareham 008,720,1100,790,552,541,433,363,268,337,5009,10113
E02004735,Fareham 009,461,697,653,407,341,315,239,163,218,3984,7478
E02004736,Fareham 010,517,701,606,454,491,342,268,212,288,4232,8111
E02004737,Fareham 011,350,593,536,355,442,413,346,263,424,3850,7572
E02004738,Fareham 012,407,633,517,379,426,291,243,229,351,3733,7209
E02004739,Fareham 013,420,630,636,433,304,288,198,118,178,4020,7225
E02004740,Fareham 014,507,704,492,381,307,213,177,105,190,4015,7091
E02004741,Gosport 001,332,382,416,353,457,464,328,280,409,4075,7496
E02004742,Gosport 002,270,345,426,314,458,408,329,286,386,3830,7052
E02004743,Gosport 003,369,496,559,422,564,424,296,254,369,3560,7313
E02004744,Gosport 004,367,494,776,457,558,639,385,361,621,5160,9818
E02004745,Gosport 005,420,514,517,398,580,547,401,332,531,4271,8511
E02004746,Gosport 006,723,933,830,602,459,458,324,212,373,6193,11107
E02004747,Gosport 007,255,333,466,303,443,370,280,229,365,3204,6248
E02004748,Gosport 008,418,511,564,380,507,600,384,317,585,5126,9392
E02004749,Gosport 009,452,630,523,368,317,282,183,142,208,4071,7176
E02004750,Gosport 010,467,635,728,433,423,417,262,182,315,3977,7839
E02004751,Hart 001,626,809,674,417,486,342,280,181,287,4333,8435
E02004752,Hart 002,742,839,619,436,408,320,227,167,216,3979,7953
E02004753,Hart 003,834,1108,1214,603,697,507,406,342,466,5337,11514
E02004754,Hart 004,758,792,556,292,279,229,184,114,194,3769,7167
E02004755,Hart 005,1290,1726,1182,597,474,460,379,204,373,5482,12167
E02004756,Hart 006,961,1308,840,465,429,365,257,171,285,4580,9661
E02004757,Hart 007,772,1045,613,339,238,239,186,85,159,4216,7892
E02004758,Hart 008,986,1047,721,394,381,290,248,113,255,4718,9153
E02004759,Hart 009,705,1037,637,407,390,308,222,129,237,4152,8224
E02004760,Hart 010,1180,1327,910,521,444,401,266,156,236,5283,10724
E02004761,Hart 011,653,711,770,293,318,238,119,110,194,3114,6520
E02004764,Havant 003,491,651,438,385,533,341,295,265,298,4477,8174
E02004765,Havant 004,392,655,463,353,361,250,242,166,220,2942,6044
E02004766,Havant 005,372,474,391,310,437,398,318,253,343,3822,7118
E02004767,Havant 006,179,226,244,206,403,362,257,273,412,3260,5822
E02004768,Havant 007,244,403,330,244,353,294,268,226,262,2754,5378
E02004769,Havant 008,197,227,234,206,430,387,287,306,453,3659,6386
E02004770,Havant 009,268,264,292,231,513,422,321,303,432,3804,6850
E02004771,Havant 010,313,353,392,286,606,585,404,398,596,5034,8967
E02004772,Havant 011,602,873,621,481,618,471,348,273,370,4683,9340
E02004774,Havant 013,696,1082,643,429,454,368,268,168,292,5868,10268
E02004775,Havant 014,720,1137,710,468,528,399,377,266,369,5343,10317
E02004776,Havant 015,422,475,314,230,294,239,166,112,189,3507,5948
E02004777,Havant 016,311,325,261,187,271,191,145,150,185,3232,5258
E02004778,Havant 017,350,380,304,238,344,260,173,155,218,3762,6184
E02004779,New Forest 001,885,964,615,492,683,486,310,229,421,5836,10921
E02004780,New Forest 002,269,339,335,330,427,317,224,246,348,3042,5877
E02004781,New Forest 003,507,753,589,485,487,417,312,282,362,3813,8007
E02004782,New Forest 004,391,553,471,396,547,429,240,234,392,4083,7736
E02004783,New Forest 005,502,685,493,391,450,368,258,233,324,3330,7034
E02004784,New Forest 006,500,581,341,244,252,172,130,120,185,3116,5641
E02004785,New Forest 007,593,561,309,212,318,178,108,71,154,2987,5491
E02004786,New Forest 008,490,782,682,465,476,462,279,264,375,3972,8247
E02004787,New Forest 009,438,582,457,340,324,317,207,215,239,4160,7279
E02004788,New Forest 010,661,773,401,303,352,295,193,120,215,3912,7225
E02004789,New Forest 011,581,693,625,468,587,568,316,381,454,5760,10433
E02004790,New Forest 012,524,793,462,317,504,418,308,204,346,4228,8104
E02004791,New Forest 013,223,220,266,250,389,329,198,239,321,3123,5558
E02004792,New Forest 014,451,570,478,382,506,392,275,333,351,4719,8457
E02004793,New Forest 015,706,687,376,255,303,246,157,105,245,4311,7391
E02004794,New Forest 016,639,690,365,300,291,237,170,95,182,3922,6891
E02004795,New Forest 017,814,707,465,302,440,291,188,129,299,4879,8514
E02004796,New Forest 018,651,684,471,426,592,425,302,182,302,5595,9630
E02004797,New Forest 019,534,572,429,316,567,488,296,209,423,4290,8124
E02004798,New Forest 020,286,348,244,231,387,409,278,169,320,3474,6146
E02004799,New Forest 021,349,455,341,286,477,543,291,173,379,4649,7943
E02004800,New Forest 022,445,431,368,263,295,246,173,135,178,4870,7404
E02004801,New Forest 023,557,533,343,262,319,217,175,127,186,5012,7731
E02004802,Rushmoor 001,317,457,421,311,373,471,303,251,542,3305,6751
E02004803,Rushmoor 002,269,409,345,312,352,548,366,292,781,3815,7489
E02004804,Rushmoor 003,440,657,553,426,469,397,312,215,419,3270,7158
E02004805,Rushmoor 004,727,1218,745,454,362,358,283,160,306,3956,8569
E02004806,Rushmoor 005,610,970,724,522,431,336,254,202,271,3714,8034
E02004807,Rushmoor 006,530,954,648,474,549,532,366,303,554,4554,9464
E02004808,Rushmoor 007,926,1393,1515,613,600,631,417,333,519,5174,12121
